date,symbol,volume,volume_ma_30,close
2022-12-11,ICP-USD,16807628.0,16807628.0,4.221512794494629
2022-12-12,ICP-USD,20719601.0,18763614.5,4.172798156738281
2022-12-13,ICP-USD,30645879.0,22724369.333333332,4.163186073303223
2022-12-14,ICP-USD,23579900.0,22938252.0,3.9959909915924072
2022-12-15,ICP-USD,17950774.0,21940756.4,3.925549030303955
2022-12-16,ICP-USD,26281207.0,22664164.833333332,3.5508289337158203
2022-12-17,ICP-USD,37659352.0,24806334.42857143,3.689457893371582
2022-12-18,ICP-USD,11130022.0,23096795.375,3.684447050094605
2022-12-19,ICP-USD,18318697.0,22565895.555555556,3.4877049922943115
2022-12-20,ICP-USD,18990448.0,22208350.8,3.7237489223480233
2022-12-21,ICP-USD,15636213.0,21610883.727272727,3.713361978530884
2022-12-22,ICP-USD,15478400.0,21099843.416666668,3.739273071289064
2022-12-23,ICP-USD,15419992.0,20662931.769230768,3.662724018096924
2022-12-24,ICP-USD,10734110.0,19953730.214285713,3.750179052352905
2022-12-25,ICP-USD,12080350.0,19428838.2,3.766606092453003
2022-12-26,ICP-USD,21356451.0,19549314.0,3.855698108673096
2022-12-27,ICP-USD,17868624.0,19450449.88235294,3.83425498008728
2022-12-28,ICP-USD,34596903.0,20291919.5,3.966866970062256
2022-12-29,ICP-USD,30380252.0,20822884.36842105,4.020569801330566
2022-12-30,ICP-USD,24477589.0,21005619.6,4.120387077331543
2022-12-31,ICP-USD,19624031.0,20939829.666666668,3.9302148818969727
2023-01-01,ICP-USD,15646294.0,20699214.40909091,4.017571926116943
2023-01-02,ICP-USD,31921873.0,21187156.086956523,3.998948097229004
2023-01-03,ICP-USD,41266215.0,22023783.541666668,3.914108037948608
2023-01-04,ICP-USD,27441685.0,22240499.6,3.9509549140930176
2023-01-05,ICP-USD,23778812.0,22299665.46153846,3.815293073654175
2023-01-06,ICP-USD,20039742.0,22215964.592592593,3.9062039852142334
2023-01-07,ICP-USD,18218328.0,22073191.85714286,4.016867160797119
2023-01-08,ICP-USD,21818950.0,22064424.896551725,4.107790946960449
2023-01-09,ICP-USD,65408947.0,23509242.3,4.246525764465332
2023-01-10,ICP-USD,22978029.0,23714922.333333332,4.316827774047852
2023-01-11,ICP-USD,28225361.0,23965114.333333332,4.338092803955078
2023-01-12,ICP-USD,41450455.0,24325266.866666667,4.508770942687988
2023-01-13,ICP-USD,31000125.0,24572607.7,4.603774070739746
2023-01-14,ICP-USD,83043372.0,26742360.966666665,5.054366111755371
2023-01-15,ICP-USD,76812029.0,28426721.7,5.149487018585205
2023-01-16,ICP-USD,44893411.0,28667857.0,5.025687217712402
2023-01-17,ICP-USD,43079982.0,29732855.666666668,5.105076789855957
2023-01-18,ICP-USD,60806545.0,31149117.266666666,4.953857898712158
2023-01-19,ICP-USD,34556923.0,31667999.766666666,5.142244815826416
2023-01-20,ICP-USD,48217489.0,32754042.3,5.533092975616455
2023-01-21,ICP-USD,53719977.0,34028761.53333333,5.422908782958984
