date,symbol,volume,volume_ma_30,close
2022-12-11,MANA-USD,25629637.0,25629637.0,0.3901050090789795
2022-12-12,MANA-USD,35403073.0,30516355.0,0.3838559985160827
2022-12-13,MANA-USD,53174474.0,38069061.333333336,0.390953004360199
2022-12-14,MANA-USD,37499719.0,37926725.75,0.3818599879741668
2022-12-15,MANA-USD,35614152.0,37464211.0,0.3754290044307709
2022-12-16,MANA-USD,52648211.0,39994877.666666664,0.3399969935417175
2022-12-17,MANA-USD,42888279.0,40408220.71428572,0.3340249955654144
2022-12-18,MANA-USD,33816137.0,39584210.25,0.326449990272522
2022-12-19,MANA-USD,56609426.0,41475900.88888889,0.3027780055999756
2022-12-20,MANA-USD,35514894.0,40879800.2,0.3142679929733276
2022-12-21,MANA-USD,32403462.0,40109224.0,0.3059650063514709
2022-12-22,MANA-USD,34117628.0,39609924.333333336,0.3114840090274811
2022-12-23,MANA-USD,120610245.0,45840718.23076923,0.3335050046443939
2022-12-24,MANA-USD,97716852.0,49546156.35714286,0.3274570107460022
2022-12-25,MANA-USD,42023730.0,49044661.266666666,0.3272800147533417
2022-12-26,MANA-USD,35488507.0,48197401.625,0.3293400108814239
2022-12-27,MANA-USD,38677819.0,47637426.176470585,0.3216809928417206
2022-12-28,MANA-USD,41809590.0,47313657.5,0.3051350116729736
2022-12-29,MANA-USD,38628597.0,46856549.05263158,0.2947379946708679
2022-12-30,MANA-USD,33730509.0,46200247.05,0.2926099896430969
2022-12-31,MANA-USD,25958293.0,45236344.47619048,0.2970130145549774
2023-01-01,MANA-USD,24688667.0,44302359.13636363,0.3014180064201355
2023-01-02,MANA-USD,38919057.0,44068302.52173913,0.3104639947414398
2023-01-03,MANA-USD,29140207.0,43446298.541666664,0.3090470135211944
2023-01-04,MANA-USD,63060118.0,44230851.32,0.3220340013504028
2023-01-05,MANA-USD,51213960.0,44499432.42307692,0.3208769857883453
2023-01-06,MANA-USD,42687925.0,44432339.55555555,0.3282209932804107
2023-01-07,MANA-USD,118648310.0,47082909.928571425,0.3511250019073486
2023-01-08,MANA-USD,133257292.0,50054440.344827585,0.3778460025787353
2023-01-09,MANA-USD,228137776.0,55990551.53333333,0.3956440091133117
2023-01-10,MANA-USD,100094759.0,58472722.266666666,0.4022510051727295
2023-01-11,MANA-USD,75070986.0,59794986.03333333,0.4056240022182464
2023-01-12,MANA-USD,105630768.0,61543529.166666664,0.4124520123004913
2023-01-13,MANA-USD,459531647.0,75611260.1,0.5294979810714722
2023-01-14,MANA-USD,849471673.0,102739844.13333334,0.5957059860229492
2023-01-15,MANA-USD,878936017.0,130282771.0,0.7019169926643372
2023-01-16,MANA-USD,743686638.0,153642716.3,0.6985200047492981
2023-01-17,MANA-USD,545918663.0,170712800.5,0.6877589821815491
2023-01-18,MANA-USD,435563561.0,183344605.0,0.6372759938240051
2023-01-19,MANA-USD,250897087.0,190524011.43333334,0.6461009979248047
2023-01-20,MANA-USD,403661089.0,202899265.66666666,0.7330099940299988
2023-01-21,MANA-USD,595076698.0,221597901.33333334,0.7171199917793274
2023-01-22,MANA-USD,328331360.0,228521938.5,0.7255169749259949
2023-01-23,MANA-USD,278015412.0,234531890.5,0.7260540127754211
2023-01-24,MANA-USD,198501825.0,239747827.0,0.6617630124092102
2023-01-25,MANA-USD,212732346.0,245655954.96666667,0.6895009875297546
2023-01-26,MANA-USD,152590189.0,249453033.96666667,0.676921010017395
2023-01-27,MANA-USD,126017687.0,252259970.53333333,0.6785439848899841
2023-01-28,MANA-USD,268226115.0,259913221.13333333,0.6946079730987549
2023-01-29,MANA-USD,608337171.0,279066776.53333336,0.8061059713363647
2023-01-30,MANA-USD,359193957.0,290174632.0,0.7489240169525146
2023-01-31,MANA-USD,198148757.0,295956635.0,0.7507380247116089
2023-02-01,MANA-USD,302791540.0,304752384.43333334,0.801846981048584
2023-02-02,MANA-USD,245694201.0,311970850.9,0.7825139760971069
2023-02-03,MANA-USD,178555706.0,315820703.8333333,0.7897599935531616
2023-02-04,MANA-USD,134478626.0,318596192.7,0.7807130217552185
2023-02-05,MANA-USD,175913574.0,323037047.6666667,0.7369089722633362
2023-02-06,MANA-USD,126911805.0,323312497.5,0.7090319991111755
2023-02-07,MANA-USD,289863443.0,328532702.53333336,0.8065620064735413
2023-02-08,MANA-USD,273469653.0,330043765.1,0.7659440040588379
2023-02-09,MANA-USD,230040146.0,334375278.0,0.6779260039329529
2023-02-10,MANA-USD,173662324.0,337661655.93333334,0.6890119910240173
2023-02-11,MANA-USD,113390659.0,337920318.96666664,0.6952170133590698
2023-02-12,MANA-USD,112693165.0,326359036.23333335,0.6607940196990967
2023-02-13,MANA-USD,155895927.0,303239844.7,0.6449710130691528
2023-02-14,MANA-USD,158355014.0,279220477.93333334,0.6758139729499817
2023-02-15,MANA-USD,161812226.0,259824664.2,0.7302960157394409
2023-02-16,MANA-USD,255882511.0,250156792.46666667,0.6781430244445801
2023-02-17,MANA-USD,162515886.0,241055203.3,0.7164180278778076
2023-02-18,MANA-USD,102514107.0,236109103.96666667,0.7153869867324829
2023-02-19,MANA-USD,156175565.0,227859586.5,0.718284010887146
2023-02-20,MANA-USD,223673684.0,215479486.03333333,0.7424420118331909
2023-02-21,MANA-USD,164449262.0,210016749.43333334,0.7046229839324951
2023-02-22,MANA-USD,117577345.0,204668813.86666667,0.700984001159668
2023-02-23,MANA-USD,109246033.0,201693620.8,0.701708972454071
2023-02-24,MANA-USD,117675430.0,198525056.93333334,0.668192982673645
2023-02-25,MANA-USD,100192449.0,196778465.6,0.6503080129623413
2023-02-26,MANA-USD,62060105.0,194646546.2,0.6634799838066101
2023-02-27,MANA-USD,85155500.0,188544192.36666667,0.6536549925804138
2023-02-28,MANA-USD,79938589.0,170930906.3,0.6264879703521729
2023-03-01,MANA-USD,74552427.0,161442855.3,0.6573539972305298
2023-03-02,MANA-USD,60721989.0,156861963.03333333,0.6380590200424194
2023-03-03,MANA-USD,97771418.0,150027958.96666667,0.6006420254707336
2023-03-04,MANA-USD,68342916.0,144116249.46666667,0.5772429704666138
2023-03-05,MANA-USD,51119017.0,139868359.83333334,0.5769420266151428
2023-03-06,MANA-USD,158270566.0,140661424.5,0.6122729778289795
2023-03-07,MANA-USD,102164358.0,138203117.3,0.5910199880599976
2023-03-08,MANA-USD,76996001.0,136539257.16666666,0.5480329990386963
2023-03-09,MANA-USD,92054133.0,129945613.5,0.517346978187561
2023-03-10,MANA-USD,107615404.0,124417138.53333333,0.5274209976196289
2023-03-11,MANA-USD,101835245.0,120143641.83333333,0.521727979183197
2023-03-12,MANA-USD,79848665.0,117016519.86666666,0.5712550282478333
2023-03-13,MANA-USD,127056302.0,117472041.3,0.5968819856643677
2023-03-14,MANA-USD,158100496.0,118985619.0,0.6118869781494141
