date,symbol,open,high,low,close,volume,name,lower_bound,upper_bound
2024-11-29,ALGO-USD,0.3240689933300018,0.4666959941387176,0.3195700049400329,0.4408630132675171,1932840725.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-11-30,ALGO-USD,0.4408630132675171,0.4767380058765411,0.3988499939441681,0.4426259994506836,1788860026.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-01,ALGO-USD,0.4426249861717224,0.517549991607666,0.4243330061435699,0.4875769913196563,1717511873.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-02,ALGO-USD,0.4875830113887787,0.5493900179862976,0.458074003458023,0.5018870234489441,1874382870.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-03,ALGO-USD,0.501891016960144,0.6027629971504211,0.501891016960144,0.5076709985733032,2378210247.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-04,ALGO-USD,0.5076709985733032,0.5366659760475159,0.4678399860858917,0.4787189960479736,1075403191.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-05,ALGO-USD,0.4787189960479736,0.4928910136222839,0.4473739862442016,0.4526810050010681,892391235.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-06,ALGO-USD,0.4501529932022095,0.5127999782562256,0.4324190020561218,0.5004770159721375,857895312.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-07,ALGO-USD,0.5004770159721375,0.5246350169181824,0.4671800136566162,0.510837972164154,923904527.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-08,ALGO-USD,0.5157300233840942,0.5162820219993591,0.4856460094451904,0.4983629882335663,495163777.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-09,ALGO-USD,0.4983629882335663,0.4983629882335663,0.3717890083789825,0.418749988079071,785273139.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-10,ALGO-USD,0.418749988079071,0.4330910146236419,0.3723680078983307,0.4251990020275116,944481961.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-11,ALGO-USD,0.4252069890499115,0.4633580148220062,0.4020099937915802,0.4544399976730346,537733966.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-12,ALGO-USD,0.4543730020523071,0.4764280021190643,0.4236840009689331,0.4282189905643463,573451492.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-13,ALGO-USD,0.4282149970531463,0.4547140002250671,0.4168089926242828,0.4378660023212433,400353418.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-14,ALGO-USD,0.4378660023212433,0.4378660023212433,0.40761598944664,0.4211249947547912,246870403.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-15,ALGO-USD,0.4211249947547912,0.4342209994792938,0.4073509871959686,0.4307489991188049,269172844.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-16,ALGO-USD,0.4307489991188049,0.4357390105724334,0.4020490050315857,0.4136860072612762,353781732.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-17,ALGO-USD,0.4136770069599151,0.4418880045413971,0.4046030044555664,0.4130190014839172,497935824.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-23,ALGO-USD,0.3475880026817322,0.3780330121517181,0.3352780044078827,0.3750270009040832,414983910.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-24,ALGO-USD,0.375025987625122,0.4126110076904297,0.3629550039768219,0.3967519998550415,381202987.0,Algorand,-0.005521748214960126,0.3711022399365902
2024-12-25,ALGO-USD,0.3967519998550415,0.3992359936237335,0.3783020079135895,0.3810209929943084,183934875.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-01,ALGO-USD,0.3337010145187378,0.3847939968109131,0.3272959887981415,0.3762699961662292,293751245.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-02,ALGO-USD,0.3762690126895904,0.406823992729187,0.376242995262146,0.3922429978847503,355149024.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-03,ALGO-USD,0.3922500014305115,0.425830990076065,0.3921970129013061,0.4182330071926117,362071902.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-04,ALGO-USD,0.4182330071926117,0.4303439855575561,0.4059900045394897,0.4097689986228943,247562926.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-05,ALGO-USD,0.4097689986228943,0.4154700040817261,0.396723985671997,0.4051510095596313,220267450.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-06,ALGO-USD,0.4051519930362701,0.4310150146484375,0.3974440097808838,0.4149760007858276,277481613.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-07,ALGO-USD,0.4149749875068664,0.4247840046882629,0.3719910085201263,0.3736410140991211,346570360.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-10,ALGO-USD,0.3419679999351501,0.384880006313324,0.3393580019474029,0.3732900023460388,320981441.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-11,ALGO-USD,0.3732750117778778,0.3850420117378235,0.3591229915618896,0.3773039877414703,184677739.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-14,ALGO-USD,0.3490979969501495,0.3773239850997925,0.3458040058612823,0.3724220097064972,186216659.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-15,ALGO-USD,0.3724220097064972,0.4489929974079132,0.3706650137901306,0.4454720020294189,559239188.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-16,ALGO-USD,0.4454770088195801,0.4830250144004822,0.4268420040607452,0.4637610018253326,637648071.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-17,ALGO-USD,0.4637610018253326,0.4949109852313995,0.463450014591217,0.4695279896259308,435214084.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-18,ALGO-USD,0.4695279896259308,0.474155992269516,0.4350680112838745,0.4455989897251129,340690873.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-19,ALGO-USD,0.4455989897251129,0.4573619961738586,0.3914119899272918,0.3963119983673095,454305357.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-20,ALGO-USD,0.3962459862232208,0.4765720069408417,0.3856790065765381,0.4288929998874664,680190176.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-21,ALGO-USD,0.4288870096206665,0.4431929886341095,0.4066660106182098,0.4239520132541656,339673810.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-22,ALGO-USD,0.4239520132541656,0.4300499856472015,0.4041019976139068,0.4050010144710541,229509181.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-23,ALGO-USD,0.4049960076808929,0.4219540059566498,0.3901689946651459,0.4100160002708435,275650082.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-24,ALGO-USD,0.4099969863891601,0.4258289933204651,0.3925040066242218,0.4000920057296753,227687863.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-25,ALGO-USD,0.4000929892063141,0.4088990092277527,0.3944700062274933,0.4027020037174225,146018042.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-26,ALGO-USD,0.402756005525589,0.4178969860076904,0.38229700922966,0.38229700922966,168864398.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-27,ALGO-USD,0.3822979927062988,0.387800008058548,0.3473829925060272,0.3868730068206787,365539080.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-30,ALGO-USD,0.3692150115966797,0.39478200674057,0.366252988576889,0.3880540132522583,147563078.0,Algorand,-0.005521748214960126,0.3711022399365902
2025-01-31,ALGO-USD,0.3880529999732971,0.401418000459671,0.3746170103549957,0.3789210021495819,147919829.0,Algorand,-0.005521748214960126,0.3711022399365902
