date,symbol,open,high,low,close,volume,name,lower_bound,upper_bound
2024-03-04,SHIB-USD,2.300000051036477e-05,3.600000127335079e-05,2.200000017182901e-05,3.600000127335079e-05,8961816372.0,Shiba Inu,-1.4999991435615811e-06,2.6499999421503162e-05
2024-03-05,SHIB-USD,3.600000127335079e-05,4.5000000682193786e-05,2.5999999706982635e-05,3.600000127335079e-05,16015113016.0,Shiba Inu,-1.4999991435615811e-06,2.6499999421503162e-05
2024-03-06,SHIB-USD,3.600000127335079e-05,3.899999865097925e-05,3.099999958067201e-05,3.300000025774352e-05,6542491091.0,Shiba Inu,-1.4999991435615811e-06,2.6499999421503162e-05
2024-03-07,SHIB-USD,3.300000025774352e-05,3.5000000934815034e-05,2.9000000722589903e-05,3.199999991920777e-05,3584720485.0,Shiba Inu,-1.4999991435615811e-06,2.6499999421503162e-05
2024-03-08,SHIB-USD,3.199999991920777e-05,3.7999998312443495e-05,3.099999958067201e-05,3.5000000934815034e-05,5421487104.0,Shiba Inu,-1.4999991435615811e-06,2.6499999421503162e-05
2024-03-09,SHIB-USD,3.5000000934815034e-05,3.700000161188655e-05,3.400000059627928e-05,3.5000000934815034e-05,2654767441.0,Shiba Inu,-1.4999991435615811e-06,2.6499999421503162e-05
2024-03-10,SHIB-USD,3.5000000934815034e-05,3.5000000934815034e-05,3.199999991920777e-05,3.300000025774352e-05,1858025365.0,Shiba Inu,-1.4999991435615811e-06,2.6499999421503162e-05
2024-03-11,SHIB-USD,3.300000025774352e-05,3.5000000934815034e-05,3.099999958067201e-05,3.400000059627928e-05,2472976883.0,Shiba Inu,-1.4999991435615811e-06,2.6499999421503162e-05
2024-03-12,SHIB-USD,3.400000059627928e-05,3.5000000934815034e-05,2.999999924213625e-05,3.199999991920777e-05,1661148050.0,Shiba Inu,-1.4999991435615811e-06,2.6499999421503162e-05
2024-03-13,SHIB-USD,3.199999991920777e-05,3.300000025774352e-05,3.099999958067201e-05,3.199999991920777e-05,1308903328.0,Shiba Inu,-1.4999991435615811e-06,2.6499999421503162e-05
2024-03-14,SHIB-USD,3.199999991920777e-05,3.400000059627928e-05,3.099999958067201e-05,3.199999991920777e-05,2839792942.0,Shiba Inu,-1.4999991435615811e-06,2.6499999421503162e-05
2024-03-15,SHIB-USD,3.199999991920777e-05,3.300000025774352e-05,2.8000000384054147e-05,2.999999924213625e-05,2293461242.0,Shiba Inu,-1.4999991435615811e-06,2.6499999421503162e-05
