Date,Day_Number,Forecast_Close,Symbol
2025-12-24,1,87472.39353991183,BTC-USD
2025-12-25,2,87475.61778784683,BTC-USD
2025-12-26,3,87480.400466561,BTC-USD
2025-12-27,4,87476.91808997068,BTC-USD
2025-12-28,5,87473.52337351853,BTC-USD
2025-12-29,6,87473.87856948003,BTC-USD
2025-12-30,7,87473.9114016843,BTC-USD
2025-12-31,8,87473.93084035533,BTC-USD
2026-01-01,9,87473.90841542874,BTC-USD
2026-01-02,10,87473.89852758827,BTC-USD
2026-01-03,11,87473.90026926094,BTC-USD
2026-01-04,12,87473.90047670895,BTC-USD
2026-01-05,13,87473.90051519185,BTC-USD
2026-01-06,14,87473.90040553268,BTC-USD
2026-01-07,15,87473.90038005034,BTC-USD
2026-01-08,16,87473.9003878794,BTC-USD
2026-01-09,17,87473.9003888682,BTC-USD
2026-01-10,18,87473.90038877162,BTC-USD
2026-01-11,19,87473.90038830582,BTC-USD
2026-01-12,20,87473.90038825532,BTC-USD
2026-01-13,21,87473.90038828873,BTC-USD
2026-01-14,22,87473.90038829247,BTC-USD
2026-01-15,23,87473.90038829096,BTC-USD
2026-01-16,24,87473.90038828917,BTC-USD
2026-01-17,25,87473.90038828916,BTC-USD
2026-01-18,26,87473.90038828929,BTC-USD
2026-01-19,27,87473.9003882893,BTC-USD
2026-01-20,28,87473.90038828929,BTC-USD
2026-01-21,29,87473.90038828929,BTC-USD
2026-01-22,30,87473.90038828929,BTC-USD
2026-01-23,31,87473.90038828929,BTC-USD
2026-01-24,32,87473.90038828929,BTC-USD
2026-01-25,33,87473.90038828929,BTC-USD
2026-01-26,34,87473.90038828929,BTC-USD
2026-01-27,35,87473.90038828929,BTC-USD
2026-01-28,36,87473.90038828929,BTC-USD
2026-01-29,37,87473.90038828929,BTC-USD
2026-01-30,38,87473.90038828929,BTC-USD
2026-01-31,39,87473.90038828929,BTC-USD
2026-02-01,40,87473.90038828929,BTC-USD
2026-02-02,41,87473.90038828929,BTC-USD
2026-02-03,42,87473.90038828929,BTC-USD
2026-02-04,43,87473.90038828929,BTC-USD
2026-02-05,44,87473.90038828929,BTC-USD
2026-02-06,45,87473.90038828929,BTC-USD
2026-02-07,46,87473.90038828929,BTC-USD
2026-02-08,47,87473.90038828929,BTC-USD
2026-02-09,48,87473.90038828929,BTC-USD
2026-02-10,49,87473.90038828929,BTC-USD
2026-02-11,50,87473.90038828929,BTC-USD
2026-02-12,51,87473.90038828929,BTC-USD
2026-02-13,52,87473.90038828929,BTC-USD
2026-02-14,53,87473.90038828929,BTC-USD
2026-02-15,54,87473.90038828929,BTC-USD
2026-02-16,55,87473.90038828929,BTC-USD
2026-02-17,56,87473.90038828929,BTC-USD
2026-02-18,57,87473.90038828929,BTC-USD
2026-02-19,58,87473.90038828929,BTC-USD
2026-02-20,59,87473.90038828929,BTC-USD
2026-02-21,60,87473.90038828929,BTC-USD
2026-02-22,61,87473.90038828929,BTC-USD
2026-02-23,62,87473.90038828929,BTC-USD
2026-02-24,63,87473.90038828929,BTC-USD
2026-02-25,64,87473.90038828929,BTC-USD
2026-02-26,65,87473.90038828929,BTC-USD
2026-02-27,66,87473.90038828929,BTC-USD
2026-02-28,67,87473.90038828929,BTC-USD
2026-03-01,68,87473.90038828929,BTC-USD
2026-03-02,69,87473.90038828929,BTC-USD
2026-03-03,70,87473.90038828929,BTC-USD
2026-03-04,71,87473.90038828929,BTC-USD
2026-03-05,72,87473.90038828929,BTC-USD
2026-03-06,73,87473.90038828929,BTC-USD
2026-03-07,74,87473.90038828929,BTC-USD
2026-03-08,75,87473.90038828929,BTC-USD
2026-03-09,76,87473.90038828929,BTC-USD
2026-03-10,77,87473.90038828929,BTC-USD
2026-03-11,78,87473.90038828929,BTC-USD
2026-03-12,79,87473.90038828929,BTC-USD
2026-03-13,80,87473.90038828929,BTC-USD
2026-03-14,81,87473.90038828929,BTC-USD
2026-03-15,82,87473.90038828929,BTC-USD
2026-03-16,83,87473.90038828929,BTC-USD
2026-03-17,84,87473.90038828929,BTC-USD
2026-03-18,85,87473.90038828929,BTC-USD
2026-03-19,86,87473.90038828929,BTC-USD
2026-03-20,87,87473.90038828929,BTC-USD
2026-03-21,88,87473.90038828929,BTC-USD
2026-03-22,89,87473.90038828929,BTC-USD
2026-03-23,90,87473.90038828929,BTC-USD
2026-03-24,91,87473.90038828929,BTC-USD
2026-03-25,92,87473.90038828929,BTC-USD
2026-03-26,93,87473.90038828929,BTC-USD
2026-03-27,94,87473.90038828929,BTC-USD
2026-03-28,95,87473.90038828929,BTC-USD
2026-03-29,96,87473.90038828929,BTC-USD
2026-03-30,97,87473.90038828929,BTC-USD
2026-03-31,98,87473.90038828929,BTC-USD
2026-04-01,99,87473.90038828929,BTC-USD
2026-04-02,100,87473.90038828929,BTC-USD
2026-04-03,101,87473.90038828929,BTC-USD
