Date,Day_Number,Forecast_Close,Symbol
2025-12-24,1,2.5349922400171625,XRP-USD
2025-12-25,2,2.529772450459324,XRP-USD
2025-12-26,3,2.5283901735276557,XRP-USD
2025-12-27,4,2.532256233869302,XRP-USD
2025-12-28,5,2.532561190353575,XRP-USD
2025-12-29,6,2.5320277555115425,XRP-USD
2025-12-30,7,2.528845010518744,XRP-USD
2025-12-31,8,2.536134410368472,XRP-USD
2026-01-01,9,2.530914620810647,XRP-USD
2026-01-02,10,2.529532343878957,XRP-USD
2026-01-03,11,2.533398404220599,XRP-USD
2026-01-04,12,2.5337033607048642,XRP-USD
2026-01-05,13,2.53316992586287,XRP-USD
2026-01-06,14,2.529987180870036,XRP-USD
2026-01-07,15,2.5372765807197757,XRP-USD
2026-01-08,16,2.532056791161939,XRP-USD
2026-01-09,17,2.530674514230272,XRP-USD
2026-01-10,18,2.5345405745719094,XRP-USD
2026-01-11,19,2.5348455310561753,XRP-USD
2026-01-12,20,2.5343120962141668,XRP-USD
2026-01-13,21,2.531129351221343,XRP-USD
2026-01-14,22,2.5384187510710854,XRP-USD
2026-01-15,23,2.533198961513253,XRP-USD
2026-01-16,24,2.531816684581559,XRP-USD
2026-01-17,25,2.5356827449232004,XRP-USD
2026-01-18,26,2.535987701407475,XRP-USD
2026-01-19,27,2.535454266565464,XRP-USD
2026-01-20,28,2.5322715215726497,XRP-USD
2026-01-21,29,2.539560921422389,XRP-USD
2026-01-22,30,2.534341131864565,XRP-USD
2026-01-23,31,2.532958854932874,XRP-USD
2026-01-24,32,2.536824915274511,XRP-USD
2026-01-25,33,2.5371298717587862,XRP-USD
2026-01-26,34,2.536596436916767,XRP-USD
2026-01-27,35,2.5334136919239567,XRP-USD
2026-01-28,36,2.5407030917736875,XRP-USD
2026-01-29,37,2.5354833022158787,XRP-USD
2026-01-30,38,2.534101025284189,XRP-USD
2026-01-31,39,2.537967085625808,XRP-USD
2026-02-01,40,2.5382720421100866,XRP-USD
2026-02-02,41,2.537738607268077,XRP-USD
2026-02-03,42,2.534555862275263,XRP-USD
2026-02-04,43,2.541845262124991,XRP-USD
2026-02-05,44,2.5366254725671706,XRP-USD
2026-02-06,45,2.53524319563549,XRP-USD
2026-02-07,46,2.539109255977132,XRP-USD
2026-02-08,47,2.539414212461384,XRP-USD
2026-02-09,48,2.5388807776193856,XRP-USD
2026-02-10,49,2.5356980326265695,XRP-USD
2026-02-11,50,2.5429874324763007,XRP-USD
2026-02-12,51,2.5377676429184732,XRP-USD
2026-02-13,52,2.536385365986803,XRP-USD
2026-02-14,53,2.540251426328429,XRP-USD
2026-02-15,54,2.540556382812684,XRP-USD
2026-02-16,55,2.540022947970683,XRP-USD
2026-02-17,56,2.536840202977876,XRP-USD
2026-02-18,57,2.5441296028275975,XRP-USD
2026-02-19,58,2.5389098132697763,XRP-USD
2026-02-20,59,2.5375275363380907,XRP-USD
2026-02-21,60,2.5413935966797263,XRP-USD
2026-02-22,61,2.5416985531639944,XRP-USD
2026-02-23,62,2.541165118321986,XRP-USD
2026-02-24,63,2.5379823733291675,XRP-USD
2026-02-25,64,2.5452717731789023,XRP-USD
2026-02-26,65,2.540051983621079,XRP-USD
2026-02-27,66,2.5386697066894057,XRP-USD
2026-02-28,67,2.5425357670310365,XRP-USD
2026-03-01,68,2.5428407235153023,XRP-USD
2026-03-02,69,2.5423072886732885,XRP-USD
2026-03-03,70,2.5391245436804746,XRP-USD
2026-03-04,71,2.546413943530199,XRP-USD
2026-03-05,72,2.541194153972371,XRP-USD
2026-03-06,73,2.539811877040707,XRP-USD
2026-03-07,74,2.543677937382328,XRP-USD
2026-03-08,75,2.5439828938666134,XRP-USD
2026-03-09,76,2.5434494590245915,XRP-USD
2026-03-10,77,2.5402667140317807,XRP-USD
2026-03-11,78,2.5475561138815093,XRP-USD
2026-03-12,79,2.5423363243236934,XRP-USD
2026-03-13,80,2.5409540473920083,XRP-USD
2026-03-14,81,2.544820107733652,XRP-USD
2026-03-15,82,2.5451250642179026,XRP-USD
2026-03-16,83,2.544591629375889,XRP-USD
2026-03-17,84,2.5414088843830878,XRP-USD
2026-03-18,85,2.548698284232819,XRP-USD
2026-03-19,86,2.5434784946749853,XRP-USD
2026-03-20,87,2.542096217743309,XRP-USD
2026-03-21,88,2.5459622780849487,XRP-USD
