Date,Day_Number,Forecast_Close,Symbol
2026-01-14,1,145.22074748501504,SOL-USD
2026-01-15,2,145.0301874993362,SOL-USD
2026-01-16,3,145.08896368463624,SOL-USD
2026-01-17,4,145.1791613398385,SOL-USD
2026-01-18,5,145.2206204555308,SOL-USD
2026-01-19,6,145.2125375650268,SOL-USD
2026-01-20,7,145.21078592200735,SOL-USD
2026-01-21,8,145.21303360329566,SOL-USD
2026-01-22,9,145.2143043827956,SOL-USD
2026-01-23,10,145.21438915081754,SOL-USD
2026-01-24,11,145.21425809636986,SOL-USD
2026-01-25,12,145.214280718307,SOL-USD
2026-01-26,13,145.21432107767535,SOL-USD
2026-01-27,14,145.21432983228016,SOL-USD
2026-01-28,15,145.21432694421523,SOL-USD
2026-01-29,16,145.21432611944502,SOL-USD
2026-01-30,17,145.21432703051389,SOL-USD
2026-01-31,18,145.2143274682784,SOL-USD
2026-02-01,19,145.21432744658563,SOL-USD
2026-02-02,20,145.21432739926905,SOL-USD
2026-02-03,21,145.21432740930916,SOL-USD
2026-02-04,22,145.2143274241144,SOL-USD
2026-02-05,23,145.21432742629707,SOL-USD
2026-02-06,24,145.21432742486715,SOL-USD
2026-02-07,25,145.21432742464432,SOL-USD
2026-02-08,26,145.21432742500082,SOL-USD
2026-02-09,27,145.21432742514185,SOL-USD
2026-02-10,28,145.21432742512056,SOL-USD
2026-02-11,29,145.2143274251026,SOL-USD
2026-02-12,30,145.21432742510768,SOL-USD
2026-02-13,31,145.21432742511294,SOL-USD
2026-02-14,32,145.21432742511334,SOL-USD
2026-02-15,33,145.2143274251127,SOL-USD
2026-02-16,34,145.21432742511266,SOL-USD
2026-02-17,35,145.2143274251128,SOL-USD
2026-02-18,36,145.21432742511286,SOL-USD
2026-02-19,37,145.21432742511286,SOL-USD
2026-02-20,38,145.21432742511286,SOL-USD
2026-02-21,39,145.21432742511286,SOL-USD
2026-02-22,40,145.21432742511286,SOL-USD
2026-02-23,41,145.21432742511286,SOL-USD
2026-02-24,42,145.21432742511286,SOL-USD
2026-02-25,43,145.21432742511286,SOL-USD
