Date,Day_Number,Forecast_Close,Symbol
2025-12-24,1,1.8642735747083174,XRP-USD
2025-12-25,2,1.868766347164379,XRP-USD
2025-12-26,3,1.8687663471643785,XRP-USD
2025-12-27,4,1.8687663471643794,XRP-USD
2025-12-28,5,1.868766347164379,XRP-USD
2025-12-29,6,1.868766347164379,XRP-USD
2025-12-30,7,1.8687663471643794,XRP-USD
2025-12-31,8,1.868766347164379,XRP-USD
2026-01-01,9,1.868766347164379,XRP-USD
2026-01-02,10,1.8687663471643794,XRP-USD
2026-01-03,11,1.868766347164379,XRP-USD
2026-01-04,12,1.868766347164379,XRP-USD
2026-01-05,13,1.868766347164379,XRP-USD
2026-01-06,14,1.868766347164379,XRP-USD
2026-01-07,15,1.8687663471643794,XRP-USD
2026-01-08,16,1.868766347164379,XRP-USD
2026-01-09,17,1.8687663471643794,XRP-USD
2026-01-10,18,1.868766347164379,XRP-USD
2026-01-11,19,1.868766347164379,XRP-USD
2026-01-12,20,1.868766347164379,XRP-USD
2026-01-13,21,1.868766347164379,XRP-USD
2026-01-14,22,1.868766347164379,XRP-USD
2026-01-15,23,1.868766347164379,XRP-USD
2026-01-16,24,1.868766347164379,XRP-USD
2026-01-17,25,1.8687663471643794,XRP-USD
2026-01-18,26,1.868766347164379,XRP-USD
2026-01-19,27,1.868766347164379,XRP-USD
2026-01-20,28,1.868766347164379,XRP-USD
2026-01-21,29,1.868766347164379,XRP-USD
2026-01-22,30,1.868766347164379,XRP-USD
2026-01-23,31,1.868766347164379,XRP-USD
2026-01-24,32,1.868766347164379,XRP-USD
2026-01-25,33,1.868766347164379,XRP-USD
2026-01-26,34,1.868766347164379,XRP-USD
2026-01-27,35,1.868766347164379,XRP-USD
2026-01-28,36,1.8687663471643794,XRP-USD
2026-01-29,37,1.868766347164379,XRP-USD
2026-01-30,38,1.868766347164379,XRP-USD
2026-01-31,39,1.868766347164379,XRP-USD
2026-02-01,40,1.868766347164379,XRP-USD
2026-02-02,41,1.8687663471643785,XRP-USD
2026-02-03,42,1.8687663471643794,XRP-USD
2026-02-04,43,1.868766347164379,XRP-USD
2026-02-05,44,1.868766347164379,XRP-USD
2026-02-06,45,1.868766347164379,XRP-USD
2026-02-07,46,1.868766347164379,XRP-USD
2026-02-08,47,1.868766347164379,XRP-USD
2026-02-09,48,1.868766347164379,XRP-USD
2026-02-10,49,1.868766347164379,XRP-USD
2026-02-11,50,1.868766347164379,XRP-USD
2026-02-12,51,1.868766347164379,XRP-USD
2026-02-13,52,1.8687663471643794,XRP-USD
2026-02-14,53,1.868766347164379,XRP-USD
2026-02-15,54,1.8687663471643794,XRP-USD
2026-02-16,55,1.868766347164379,XRP-USD
2026-02-17,56,1.8687663471643794,XRP-USD
2026-02-18,57,1.868766347164379,XRP-USD
2026-02-19,58,1.868766347164379,XRP-USD
2026-02-20,59,1.868766347164379,XRP-USD
2026-02-21,60,1.868766347164379,XRP-USD
2026-02-22,61,1.868766347164379,XRP-USD
2026-02-23,62,1.868766347164379,XRP-USD
2026-02-24,63,1.868766347164379,XRP-USD
2026-02-25,64,1.868766347164379,XRP-USD
2026-02-26,65,1.868766347164379,XRP-USD
2026-02-27,66,1.868766347164379,XRP-USD
2026-02-28,67,1.868766347164379,XRP-USD
2026-03-01,68,1.868766347164379,XRP-USD
2026-03-02,69,1.868766347164379,XRP-USD
2026-03-03,70,1.868766347164379,XRP-USD
2026-03-04,71,1.868766347164379,XRP-USD
2026-03-05,72,1.868766347164379,XRP-USD
2026-03-06,73,1.868766347164379,XRP-USD
2026-03-07,74,1.868766347164379,XRP-USD
2026-03-08,75,1.868766347164379,XRP-USD
2026-03-09,76,1.868766347164379,XRP-USD
2026-03-10,77,1.868766347164379,XRP-USD
2026-03-11,78,1.868766347164379,XRP-USD
2026-03-12,79,1.868766347164379,XRP-USD
2026-03-13,80,1.868766347164379,XRP-USD
2026-03-14,81,1.868766347164379,XRP-USD
2026-03-15,82,1.868766347164379,XRP-USD
2026-03-16,83,1.868766347164379,XRP-USD
2026-03-17,84,1.868766347164379,XRP-USD
2026-03-18,85,1.868766347164379,XRP-USD
2026-03-19,86,1.868766347164379,XRP-USD
2026-03-20,87,1.868766347164379,XRP-USD
2026-03-21,88,1.868766347164379,XRP-USD
2026-03-22,89,1.868766347164379,XRP-USD
2026-03-23,90,1.8687663471643785,XRP-USD
2026-03-24,91,1.8687663471643794,XRP-USD
