Date,Day_Number,Forecast_Close,Symbol
2025-12-24,1,12.372438677046055,AVAX-USD
2025-12-25,2,12.361329324185002,AVAX-USD
2025-12-26,3,12.348677737037686,AVAX-USD
2025-12-27,4,12.140609278614878,AVAX-USD
2025-12-28,5,12.138602870402691,AVAX-USD
2025-12-29,6,12.14322911160174,AVAX-USD
2025-12-30,7,12.14322911160174,AVAX-USD
2025-12-31,8,12.14322911160174,AVAX-USD
2026-01-01,9,12.14322911160174,AVAX-USD
2026-01-02,10,12.14322911160174,AVAX-USD
2026-01-03,11,12.14322911160174,AVAX-USD
2026-01-04,12,12.14322911160174,AVAX-USD
2026-01-05,13,12.14322911160174,AVAX-USD
2026-01-06,14,12.14322911160174,AVAX-USD
2026-01-07,15,12.14322911160174,AVAX-USD
2026-01-08,16,12.143229111601737,AVAX-USD
2026-01-09,17,12.14322911160174,AVAX-USD
2026-01-10,18,12.14322911160174,AVAX-USD
2026-01-11,19,12.14322911160174,AVAX-USD
2026-01-12,20,12.14322911160174,AVAX-USD
2026-01-13,21,12.14322911160174,AVAX-USD
2026-01-14,22,12.14322911160174,AVAX-USD
2026-01-15,23,12.14322911160174,AVAX-USD
2026-01-16,24,12.14322911160174,AVAX-USD
2026-01-17,25,12.14322911160174,AVAX-USD
2026-01-18,26,12.14322911160174,AVAX-USD
2026-01-19,27,12.14322911160174,AVAX-USD
2026-01-20,28,12.14322911160174,AVAX-USD
2026-01-21,29,12.14322911160174,AVAX-USD
2026-01-22,30,12.14322911160174,AVAX-USD
2026-01-23,31,12.14322911160174,AVAX-USD
2026-01-24,32,12.14322911160174,AVAX-USD
2026-01-25,33,12.14322911160174,AVAX-USD
2026-01-26,34,12.14322911160174,AVAX-USD
2026-01-27,35,12.14322911160174,AVAX-USD
2026-01-28,36,12.14322911160174,AVAX-USD
2026-01-29,37,12.14322911160174,AVAX-USD
2026-01-30,38,12.14322911160174,AVAX-USD
2026-01-31,39,12.14322911160174,AVAX-USD
2026-02-01,40,12.14322911160174,AVAX-USD
2026-02-02,41,12.14322911160174,AVAX-USD
2026-02-03,42,12.14322911160174,AVAX-USD
2026-02-04,43,12.14322911160174,AVAX-USD
2026-02-05,44,12.14322911160174,AVAX-USD
2026-02-06,45,12.14322911160174,AVAX-USD
2026-02-07,46,12.14322911160174,AVAX-USD
2026-02-08,47,12.14322911160174,AVAX-USD
2026-02-09,48,12.14322911160174,AVAX-USD
2026-02-10,49,12.14322911160174,AVAX-USD
2026-02-11,50,12.14322911160174,AVAX-USD
2026-02-12,51,12.14322911160174,AVAX-USD
2026-02-13,52,12.14322911160174,AVAX-USD
2026-02-14,53,12.14322911160174,AVAX-USD
2026-02-15,54,12.14322911160174,AVAX-USD
2026-02-16,55,12.14322911160174,AVAX-USD
2026-02-17,56,12.14322911160174,AVAX-USD
2026-02-18,57,12.14322911160174,AVAX-USD
2026-02-19,58,12.14322911160174,AVAX-USD
2026-02-20,59,12.14322911160174,AVAX-USD
2026-02-21,60,12.14322911160174,AVAX-USD
2026-02-22,61,12.14322911160174,AVAX-USD
2026-02-23,62,12.14322911160174,AVAX-USD
2026-02-24,63,12.14322911160174,AVAX-USD
2026-02-25,64,12.14322911160174,AVAX-USD
2026-02-26,65,12.14322911160174,AVAX-USD
2026-02-27,66,12.14322911160174,AVAX-USD
