Date,Day_Number,Forecast_Close,Symbol
2026-01-14,1,160.7202371038796,SOL-USD
2026-01-15,2,160.40134977956944,SOL-USD
2026-01-16,3,160.3011679060284,SOL-USD
2026-01-17,4,160.4624659675593,SOL-USD
2026-01-18,5,160.83705508936518,SOL-USD
2026-01-19,6,160.1698628746496,SOL-USD
2026-01-20,7,159.59793144730867,SOL-USD
2026-01-21,8,160.39764401833486,SOL-USD
2026-01-22,9,160.07875669402534,SOL-USD
2026-01-23,10,159.97857482048371,SOL-USD
2026-01-24,11,160.13987288201483,SOL-USD
2026-01-25,12,160.51446200382074,SOL-USD
2026-01-26,13,159.84726978910405,SOL-USD
2026-01-27,14,159.27533836176266,SOL-USD
2026-01-28,15,160.075050932788,SOL-USD
2026-01-29,16,159.75616360848014,SOL-USD
2026-01-30,17,159.65598173493905,SOL-USD
2026-01-31,18,159.8172797964693,SOL-USD
2026-02-01,19,160.19186891827508,SOL-USD
2026-02-02,20,159.52467670356066,SOL-USD
2026-02-03,21,158.95274527621828,SOL-USD
2026-02-04,22,159.75245784724325,SOL-USD
2026-02-05,23,159.43357052293447,SOL-USD
2026-02-06,24,159.33338864939367,SOL-USD
2026-02-07,25,159.49468671092592,SOL-USD
2026-02-08,26,159.86927583272916,SOL-USD
2026-02-09,27,159.20208361801625,SOL-USD
2026-02-10,28,158.6301521906739,SOL-USD
2026-02-11,29,159.42986476169818,SOL-USD
2026-02-12,30,159.110977437389,SOL-USD
2026-02-13,31,159.01079556384914,SOL-USD
2026-02-14,32,159.17209362538037,SOL-USD
2026-02-15,33,159.54668274718347,SOL-USD
2026-02-16,34,158.87949053246956,SOL-USD
2026-02-17,35,158.3075591051287,SOL-USD
2026-02-18,36,159.10727167615374,SOL-USD
2026-02-19,37,158.78838435184358,SOL-USD
2026-02-20,38,158.688202478303,SOL-USD
2026-02-21,39,158.84950053983485,SOL-USD
2026-02-22,40,159.22408966163903,SOL-USD
2026-02-23,41,158.556897446924,SOL-USD
2026-02-24,42,157.98496601958323,SOL-USD
2026-02-25,43,158.78467859060655,SOL-USD
