date,actual_close,predicted_close,model
2025-05-13,25.76876640319824,24.897440323277248,arima
2025-05-14,24.986888885498047,24.950255776516638,arima
2025-05-15,23.43390464782715,24.99746732879793,arima
2025-05-16,23.091123580932617,25.04221523985635,arima
2025-05-17,22.1935977935791,25.085903104973127,arima
2025-05-18,23.08956527709961,25.129158023643686,arima
2025-05-19,22.27279663085937,25.17226015034733,arima
2025-05-20,22.583253860473636,25.215334669559173,arima
2025-05-21,23.188013076782227,25.258437554880555,arima
2025-05-22,25.24054718017578,25.30159387173521,arima
2025-05-23,23.029863357543945,25.344814883023407,arima
2025-05-24,22.97772026062012,25.388105688056836,arima
2025-05-25,23.441709518432617,25.431468633845704,arima
2025-05-26,23.072145462036133,25.474904838450968,arima
2025-05-27,23.373483657836918,25.51841487125376,arima
2025-05-28,23.554271697998047,25.561999056736713,arima
2025-05-29,22.247188568115234,25.605657610140632,arima
2025-05-30,20.55556297302246,25.649390698043486,arima
2025-05-31,20.80081558227539,25.693198465412735,arima
2025-06-01,20.873411178588867,25.737081047686022,arima
2025-06-02,21.18209648132324,25.781038576166097,arima
2025-06-03,21.149673461914062,25.825071180430214,arima
2025-06-04,20.1472110748291,25.86917898940624,arima
2025-06-05,18.79662704467773,25.913362131853436,arima
2025-06-06,19.6684627532959,25.95762073657734,arima
2025-06-07,20.675182342529297,26.00195493252596,arima
2025-06-08,21.055870056152344,26.046364848832905,arima
2025-06-09,21.9520263671875,26.09085061483688,arima
2025-06-10,22.543359756469727,26.135412360090587,arima
2025-06-11,21.59350204467773,26.18005021436492,arima
2025-06-12,20.35604476928711,26.22476430765103,arima
2025-06-13,19.417818069458008,26.269554770161474,arima
2025-06-14,18.96038246154785,26.314421732330928,arima
2025-06-15,19.114946365356445,26.35936532481672,arima
2025-06-16,19.078920364379883,26.404385678499292,arima
2025-06-17,18.622413635253903,26.449482924482577,arima
2025-06-18,18.160785675048828,26.494657194094433,arima
2025-06-19,18.06515884399414,26.539908618887008,arima
2025-06-20,17.368581771850586,26.585237330637124,arima
2025-06-21,16.790212631225586,26.63064346134668,arima
2025-06-22,16.499881744384766,26.676127143243022,arima
2025-06-23,18.09965133666992,26.721688508779337,arima
2025-06-24,18.2263298034668,26.767327690635028,arima
2025-06-25,17.569374084472656,26.81304482171611,arima
2025-06-26,17.227298736572266,26.858840035155602,arima
2025-06-27,17.57777214050293,26.904713464313893,arima
2025-06-28,17.98171615600586,26.950665242779152,arima
2025-06-29,18.741649627685547,26.99669550436771,arima
2025-06-30,17.974863052368164,27.042804383124448,arima
2025-07-01,17.105613708496094,27.088992013323185,arima
2025-07-02,18.5111026763916,27.135258529467077,arima
2025-07-03,18.53913307189941,27.181604066288998,arima
2025-07-04,17.795116424560547,27.228028758751947,arima
2025-07-05,17.9272518157959,27.274532742049423,arima
2025-07-06,18.2985897064209,27.32111615160584,arima
2025-07-07,18.004047393798828,27.367779123076893,arima
2025-07-08,18.362350463867188,27.414521792349987,arima
2025-07-09,19.5084285736084,27.461344295544603,arima
2025-07-10,20.68787384033203,27.50824676901271,arima
2025-07-11,20.691051483154297,27.555229349339164,arima
2025-07-12,20.67218399047852,27.602292173342093,arima
2025-07-13,21.19805335998535,27.649435378073306,arima
2025-07-14,21.281078338623047,27.69665910081869,arima
2025-07-15,22.51393699645996,27.743963479098603,arima
2025-07-16,22.66943359375,27.79134865066829,arima
2025-07-17,23.859947204589844,27.838814753518268,arima
2025-07-18,23.524816513061523,27.886361925874734,arima
2025-07-19,24.51840591430664,27.93399030619997,arima
2025-07-20,25.07353782653809,27.981700033192745,arima
2025-07-21,25.453935623168945,28.029491245788712,arima
2025-07-22,25.86503791809082,28.077364083160827,arima
2025-07-23,23.95308494567871,28.125318684719737,arima
2025-07-24,23.654624938964844,28.1733551901142,arima
2025-07-25,24.0047664642334,28.22147373923149,arima
2025-07-26,24.94505500793457,28.269674472197796,arima
2025-07-27,25.98979949951172,28.31795752937863,arima
2025-07-28,25.0874137878418,28.36632305137925,arima
2025-07-29,24.35527610778809,28.414771179045054,arima
2025-07-30,23.30423355102539,28.463302053461998,arima
2025-07-31,22.499839782714844,28.511915815957007,arima
2025-08-01,21.558088302612305,28.560612608098385,arima
2025-08-02,20.869081497192383,28.60939257169622,arima
2025-08-03,21.37859535217285,28.65825584880281,arima
2025-08-04,23.090251922607425,28.707202581713073,arima
2025-08-05,21.90344619750977,28.75623291296495,arima
2025-08-06,22.230154037475582,28.80534698533984,arima
2025-08-07,23.34622383117676,28.854544941862994,arima
2025-08-08,23.79742813110352,28.90382692580395,arima
2025-08-09,24.247360229492188,28.95319308067694,arima
2025-08-10,23.863525390625,29.00264355024131,arima
2025-08-11,22.852481842041016,29.05217847850194,arima
2025-08-12,24.666894912719727,29.10179800970966,arima
2025-08-13,25.53123664855957,29.151502288361677,arima
2025-08-14,23.670026779174805,29.201291459201986,arima
2025-08-15,23.75663375854492,29.2511656672218,arima
2025-08-16,24.31324958801269,29.301125057659974,arima
2025-08-17,25.075254440307617,29.35116977600341,arima
2025-08-18,23.70053100585937,29.401299967987505,arima
2025-08-19,22.331470489501957,29.45151577959656,arima
2025-08-20,23.42913055419922,29.50181735706421,arima
2025-08-21,22.77045440673828,29.552204846873845,arima
2025-08-22,25.23882293701172,29.602678395759053,arima
2025-08-23,26.21869468688965,29.65323815070402,arima
2025-08-24,25.72537612915039,29.70388425894398,arima
2025-08-25,23.379615783691406,29.754616867965634,arima
2025-08-26,24.180391311645508,29.805436125507587,arima
2025-08-27,24.42285919189453,29.85634217956077,arima
2025-08-28,24.89027976989746,29.907335178368875,arima
2025-08-29,23.575597763061523,29.958415270428784,arima
2025-08-30,23.78620147705078,30.00958260449101,arima
2025-08-31,23.406009674072266,30.060837329560115,arima
2025-09-01,23.1831169128418,30.11217959489516,arima
2025-09-02,24.452800750732425,30.16360955001013,arima
2025-09-03,25.17866325378418,30.215127344674364,arima
2025-09-04,24.23689079284668,30.266733128913014,arima
2025-09-05,24.47858238220215,30.318427053007454,arima
2025-09-06,24.382219314575195,30.37020926749574,arima
2025-09-07,24.69254875183105,30.422079923173026,arima
2025-09-08,25.272720336914062,30.47403917109203,arima
2025-09-09,25.93682289123535,30.526087162563453,arima
2025-09-10,29.427661895751957,30.578224049156425,arima
2025-09-11,29.175559997558597,30.63044998269895,arima
2025-09-12,28.978519439697266,30.682765115278343,arima
2025-09-13,30.040700912475582,30.735169599241683,arima
2025-09-14,29.49125862121582,30.787663587196242,arima
2025-09-15,29.844894409179688,30.84024723200994,arima
2025-09-16,30.081283569335938,30.892920686811784,arima
2025-09-17,31.76580047607422,30.945684104992324,arima
2025-09-18,35.23206329345703,30.998537640204088,arima
2025-09-19,33.7672233581543,31.051481446362033,arima
2025-09-20,33.18632888793945,31.104515677643995,arima
2025-09-21,33.04840087890625,31.15764048849114,arima
2025-09-22,33.729732513427734,31.210856033608408,arima
2025-09-23,33.65406036376953,31.26416246796497,arima
2025-09-24,32.34635925292969,31.317559946794667,arima
2025-09-25,28.660615921020508,31.371048625596483,arima
2025-09-26,29.10633850097656,31.424628660134978,arima
2025-09-27,28.790525436401367,31.478300206440753,arima
2025-09-28,30.007946014404297,31.5320634208109,arima
2025-09-29,30.452417373657227,31.585918459809456,arima
2025-09-30,30.00381088256836,31.63986548026786,arima
2025-10-01,30.70465469360352,31.693904639285417,arima
2025-10-02,31.023582458496094,31.748036094229743,arima
2025-10-03,31.361156463623047,31.80226000273723,arima
2025-10-04,30.14284324645996,31.856576522713507,arima
2025-10-05,30.085981369018555,31.91098581233389,arima
2025-10-06,30.712078094482425,31.96548803004386,arima
2025-10-07,27.952503204345703,32.02008333455951,arima
2025-10-08,28.81521987915039,32.07477188486801,arima
2025-10-09,28.384201049804688,32.12955384022806,arima
