date,symbol,returns,returns_squared
2022-12-11,XRP-USD,,
2022-12-12,XRP-USD,0.014787221011866913,0.00021866190525379834
2022-12-13,XRP-USD,0.019897011920959162,0.000395891083382791
2022-12-14,XRP-USD,-0.021989265938033187,0.00048352781649354653
2022-12-15,XRP-USD,-0.021161196498323043,0.0004477962372406394
2022-12-16,XRP-USD,-0.06939834194905448,0.004816129865277894
2022-12-17,XRP-USD,0.00801735231704459,6.427793817562026e-05
2022-12-18,XRP-USD,-0.012795570565677261,0.0001637266261012263
2022-12-19,XRP-USD,-0.03254636155482582,0.0010592656504574442
2022-12-20,XRP-USD,0.030994257993648633,0.0009606440285768522
2022-12-21,XRP-USD,-0.009597191438754038,9.210608351209381e-05
2022-12-22,XRP-USD,0.01034614773431497,0.00010704277294027078
2022-12-23,XRP-USD,0.013366717164100983,0.00017866912774507182
2022-12-24,XRP-USD,-0.005910697763158224,3.493634804740363e-05
2022-12-25,XRP-USD,-0.01643194315794483,0.00027000875594592984
2022-12-26,XRP-USD,0.055806738835722625,0.003114392099478552
2022-12-27,XRP-USD,0.006570521857409695,4.3171757478698544e-05
2022-12-28,XRP-USD,-0.03149739654908468,0.0009920859893702914
2022-12-29,XRP-USD,-0.038383726086551495,0.0014733104282874138
2022-12-30,XRP-USD,0.0063322306157258534,4.009714457073582e-05
2022-12-31,XRP-USD,-0.0147470179493574,0.00021747453839866931
2023-01-01,XRP-USD,-0.0034301745772556957,1.176609763045129e-05
2023-01-02,XRP-USD,0.02890815518606482,0.0008356814362616064
2023-01-03,XRP-USD,-0.013576046853179702,0.00018430904815973048
2023-01-04,XRP-USD,0.011546597029909345,0.0001333239029711113
2023-01-05,XRP-USD,-0.028048171255772414,0.0007866999107931378
2023-01-06,XRP-USD,0.019542072276045097,0.0003818925888421704
2023-01-07,XRP-USD,-0.001093877425370704,1.19656782173564e-06
2023-01-08,XRP-USD,0.003166195986276543,1.0024797023513692e-05
2023-01-09,XRP-USD,0.01152999941665267,0.0001329408865480109
2023-01-10,XRP-USD,0.005441692284658295,2.9612014920909615e-05
2023-01-11,XRP-USD,0.0652458082223768,0.004257015490591172
2023-01-12,XRP-USD,0.0027768974051785023,7.7111591988871e-06
2023-01-13,XRP-USD,0.028270493510397232,0.000799220803321412
2023-01-14,XRP-USD,0.024984175887807103,0.0006242090447928819
2023-01-15,XRP-USD,-0.026709292769200643,0.0007133863202308738
2023-01-16,XRP-USD,0.004403977153366823,1.9395014767376944e-05
2023-01-17,XRP-USD,0.002936011689773421,8.62016464248618e-06
2023-01-18,XRP-USD,-0.021301945620643248,0.00045377288722484206
2023-01-19,XRP-USD,0.03777292013946276,0.0014267934958622315
2023-01-20,XRP-USD,0.04966922551575559,0.002467031963334986
2023-01-21,XRP-USD,-0.023735639646727424,0.0005633805894392987
2023-01-22,XRP-USD,-0.006358859586859111,4.043509524539003e-05
2023-01-23,XRP-USD,0.059795439646445514,0.003575494602511708
2023-01-24,XRP-USD,-0.04056072069858174,0.0016451720635883573
2023-01-25,XRP-USD,0.024493038459393324,0.0005999089329733205
2023-01-26,XRP-USD,-0.018171231164805013,0.00033019364204478095
2023-01-27,XRP-USD,0.006554500971711175,4.2961482988162734e-05
2023-01-28,XRP-USD,-0.011281738575960931,0.00012727762529632497
2023-01-29,XRP-USD,0.013794455594333677,0.00019028700514404367
2023-01-30,XRP-USD,-0.046338000129072965,0.002147210255961966
2023-01-31,XRP-USD,0.029899298934606966,0.0008939680767809892
2023-02-01,XRP-USD,0.018462613206423617,0.00034086808641000776
2023-02-02,XRP-USD,-0.01001468111366799,0.00010029383780845832
2023-02-03,XRP-USD,0.005998838591914968,3.5986064451848356e-05
2023-02-04,XRP-USD,-0.0021833803824006237,4.767149894251894e-06
2023-02-05,XRP-USD,-0.03007019872175465,0.0009042168511658149
2023-02-06,XRP-USD,-0.015323203823905729,0.00023480057542895916
2023-02-07,XRP-USD,0.028206008260686977,0.000795578902001942
2023-02-08,XRP-USD,-0.014488552118021136,0.00020991814247661475
2023-02-09,XRP-USD,-0.039155734149800336,0.0015331715168098402
2023-02-10,XRP-USD,0.0004680744327958397,2.1909367463714708e-07
2023-02-11,XRP-USD,0.0035619944676699156,1.2687804587711085e-05
2023-02-12,XRP-USD,-0.022723487544207832,0.0005163568861717685
2023-02-13,XRP-USD,-0.009611372724475986,9.237848564880093e-05
2023-02-14,XRP-USD,0.028874674614059348,0.0008337468340678033
2023-02-15,XRP-USD,0.049541400231462474,0.00245435033689395
2023-02-16,XRP-USD,-0.04035111246353906,0.0016282122770451776
2023-02-17,XRP-USD,0.026339931122020266,0.0006937919715127717
2023-02-18,XRP-USD,-0.0016999225128455642,2.8897365496791772e-06
2023-02-19,XRP-USD,-0.021065301392144575,0.0004437469227418882
2023-02-20,XRP-USD,0.03160095066995594,0.0009986200832449888
2023-02-21,XRP-USD,-0.016611228601255745,0.0002759329156431769
2023-02-22,XRP-USD,0.009392592479933626,8.82207934941057e-05
2023-02-23,XRP-USD,-0.01632013587205472,0.00026634683488232727
2023-02-24,XRP-USD,-0.02737642754450542,0.0007494687850995551
2023-02-25,XRP-USD,-0.001035782204153013,1.0728447744400738e-06
2023-02-26,XRP-USD,-0.00011634481481681558,1.353611593475911e-08
2023-02-27,XRP-USD,0.002840925439917097,8.07085735516815e-06
2023-02-28,XRP-USD,-0.005183087980273227,2.6864401011252795e-05
2023-03-01,XRP-USD,0.017841725527208085,0.00031832716978822865
2023-03-02,XRP-USD,-0.016408865196855804,0.00026925085704858565
