date,symbol,returns,returns_squared
2022-12-11,ALGO-USD,,
2022-12-12,ALGO-USD,-0.01987113184288536,0.0003948618807173325
2022-12-13,ALGO-USD,0.02229544961700647,0.0004970870736244739
2022-12-14,ALGO-USD,-0.01168972780543276,0.0001366497361651078
2022-12-15,ALGO-USD,-0.047140108389494784,0.0022221898189733165
2022-12-16,ALGO-USD,-0.11851669374334173,0.014046206695853056
2022-12-17,ALGO-USD,0.048729722450069346,0.0023745858500607924
2022-12-18,ALGO-USD,-0.02957405386398282,0.0008746246619497571
2022-12-19,ALGO-USD,-0.0776632508489572,0.006031580532428051
2022-12-20,ALGO-USD,0.02755852967561956,0.0007594725578820038
2022-12-21,ALGO-USD,-0.03963679715496238,0.0015710756887036337
2022-12-22,ALGO-USD,-0.0006633006607256187,4.399677665190423e-07
2022-12-23,ALGO-USD,-0.009576920033924075,9.171739733617629e-05
2022-12-24,ALGO-USD,-0.010245610506859237,0.0001049725346582644
2022-12-25,ALGO-USD,-0.01488903754543347,0.00022168343902932754
2022-12-26,ALGO-USD,0.03394795355622482,0.0011524635506555973
2022-12-27,ALGO-USD,-0.0089095217358518,7.937957756161567e-05
2022-12-28,ALGO-USD,-0.016084662968121943,0.0002587163827980734
2022-12-29,ALGO-USD,-0.012496977285043509,0.00015617444126289344
2022-12-30,ALGO-USD,0.023354394836966552,0.0005454277582009299
2022-12-31,ALGO-USD,0.02254333145093823,0.0005082017929068608
2023-01-01,ALGO-USD,0.02689534576921848,0.0007233596240458185
2023-01-02,ALGO-USD,0.021006853160264294,0.00044128787969690593
2023-01-03,ALGO-USD,0.017152856429964558,0.0002942204837069765
2023-01-04,ALGO-USD,0.015143635769448993,0.000229329704317735
2023-01-05,ALGO-USD,-0.018969226398517613,0.0003598315501582175
2023-01-06,ALGO-USD,0.032433635298405594,0.0010519406986699814
2023-01-07,ALGO-USD,0.02579994162112098,0.0006656369876532507
2023-01-08,ALGO-USD,0.02656568512254176,0.0007057356260300366
2023-01-09,ALGO-USD,0.005702839711000163,3.2522380769360416e-05
2023-01-10,ALGO-USD,0.016856990198355737,0.0002841581185474614
2023-01-11,ALGO-USD,0.03265037470318499,0.0010660469682583825
2023-01-12,ALGO-USD,0.00850360543564932,7.231130540520466e-05
2023-01-13,ALGO-USD,0.039962199851945934,0.0015969774170068677
2023-01-14,ALGO-USD,0.038471827832356364,0.0014800815367624698
2023-01-15,ALGO-USD,0.04711094185072584,0.0022194408420624714
2023-01-16,ALGO-USD,-0.025156540157926566,0.000632851512717372
2023-01-17,ALGO-USD,-0.020453391807818244,0.00041834123644412646
2023-01-18,ALGO-USD,-0.08672446315024529,0.0075211325086982535
2023-01-19,ALGO-USD,0.037854157105821296,0.001432937210192201
2023-01-20,ALGO-USD,0.10227648789150501,0.010460479975421171
2023-01-21,ALGO-USD,-0.0004545992674830357,2.0666049399611264e-07
2023-01-22,ALGO-USD,0.029390789975988207,0.0008638185354126489
2023-01-23,ALGO-USD,0.01455954294674111,0.00021198029081799882
2023-01-24,ALGO-USD,-0.05298778690940076,0.0028077055615560623
2023-01-25,ALGO-USD,0.03513333503064775,0.0012343512303757403
2023-01-26,ALGO-USD,0.0017932309055643803,3.215677080671247e-06
2023-01-27,ALGO-USD,0.036288419859097365,0.001316849415870132
2023-01-28,ALGO-USD,0.01010488399021292,0.0001021086804556614
2023-01-29,ALGO-USD,0.01900882387484648,0.0003613353851049336
2023-01-30,ALGO-USD,-0.0855171619701749,0.007313184991433127
2023-01-31,ALGO-USD,0.010155580603748993,0.00010313581739924275
2023-02-01,ALGO-USD,0.036440002780825154,0.001327873802666545
2023-02-02,ALGO-USD,0.017455999095834507,0.0003047119044337751
2023-02-03,ALGO-USD,0.06074054592432998,0.0036894139191856394
2023-02-04,ALGO-USD,-0.014420787529418333,0.0002079591129686273
2023-02-05,ALGO-USD,-0.03714684514212374,0.001379888104012922
2023-02-06,ALGO-USD,-0.006538260735706847,4.2748853448085835e-05
2023-02-07,ALGO-USD,0.09293277515554199,0.008636500698110523
2023-02-08,ALGO-USD,0.038888381195748334,0.0015123061920258327
2023-02-09,ALGO-USD,-0.11968384345081884,0.01432422238316011
2023-02-10,ALGO-USD,-0.012902346922301855,0.00016647055610343215
2023-02-11,ALGO-USD,0.02055084334864543,0.0004223371623405642
2023-02-12,ALGO-USD,-0.03441828698615301,0.00118461847906119
2023-02-13,ALGO-USD,-0.014814575688600451,0.00021947165283327152
2023-02-14,ALGO-USD,0.036835149146827284,0.0013568282126690107
2023-02-15,ALGO-USD,0.07505022760881364,0.005632536664134732
2023-02-16,ALGO-USD,-0.05171835347380849,0.0026747880860417982
2023-02-17,ALGO-USD,0.05015782540902647,0.002515807449762381
2023-02-18,ALGO-USD,0.007139827567381074,5.097713769193475e-05
2023-02-19,ALGO-USD,0.016986345133322978,0.0002885359209883652
2023-02-20,ALGO-USD,0.024564951565334336,0.0006034368454072218
2023-02-21,ALGO-USD,-0.02332690354204603,0.0005441444288599196
2023-02-22,ALGO-USD,-0.025227662363748626,0.000636434948339299
2023-02-23,ALGO-USD,-0.009615789125084095,9.246340049808555e-05
2023-02-24,ALGO-USD,-0.044165914530908124,0.0019506280063514812
2023-02-25,ALGO-USD,-0.021592718396922228,0.00046624548776878365
2023-02-26,ALGO-USD,0.017612424899750678,0.0003101975108493577
2023-02-27,ALGO-USD,-0.0019317678974343222,3.731727209557822e-06
2023-02-28,ALGO-USD,-0.04029668975317524,0.0016238232050636585
2023-03-01,ALGO-USD,0.025605551488111944,0.0006556442670103518
