dow,avg_return
Monday,-0.005325848839619035
Tuesday,-0.004193102978067381
Wednesday,0.0015392686588387309
Thursday,-0.0012623195031957553
Friday,0.005107525402482995
Saturday,0.0019944997464840576
Sunday,-0.001553221306282589
