dow,avg_return
Monday,-0.002119530040289439
Tuesday,-0.0019451126073676075
Wednesday,0.005935610510671618
Thursday,0.00025391039586082024
Friday,0.003577671717432482
Saturday,0.0018599812190569335
Sunday,0.0020593272300598923
