dow,avg_return
Monday,-0.0008966381152849307
Tuesday,-0.001162486441115135
Wednesday,0.004570504766101551
Thursday,-0.006140352834367583
Friday,0.0064911758540544566
Saturday,0.011248610636308571
Sunday,-0.00365597560459367
