dow,avg_return
Monday,0.005761847924908147
Tuesday,-0.0016766445486215904
Wednesday,0.009343546815259332
Thursday,-0.002630913966504762
Friday,0.0035280245736650393
Saturday,-0.0009752508000730706
Sunday,0.0020024911140035097
