dow,avg_return
Monday,-0.0016692357105328767
Tuesday,0.0009926872733987712
Wednesday,0.0053808667847799535
Thursday,-0.000389430951079741
Friday,0.0008868459439361544
Saturday,0.0031964668360975343
Sunday,0.0015617192946411078
