dow,avg_return
Monday,-0.00045620614551217063
Tuesday,-0.0035971077037693392
Wednesday,0.002215807332514997
Thursday,-0.004060955556642128
Friday,0.0071209896383016115
Saturday,0.0025484507477195263
Sunday,0.0007314357288018405
