dow,avg_return
Monday,-0.0013023862197825051
Tuesday,0.001796469217063034
Wednesday,0.006566924535836234
Thursday,-0.0007118322409936145
Friday,0.00620871783836129
Saturday,0.004440660535071738
Sunday,0.0054686432567604346
