dow,avg_return
Monday,-0.0003558864541887297
Tuesday,-0.000642836456715809
Wednesday,0.010550074348235284
Thursday,-0.007482930491231612
Friday,0.007040233326078325
Saturday,0.0006817852624926646
Sunday,-0.0022855889987438817
