dow,avg_return
Monday,-0.0035484884180704683
Tuesday,-0.004864044882305735
Wednesday,0.0018057259963539661
Thursday,-0.0030112016652141913
Friday,0.006314889055824417
Saturday,0.004880284807779219
Sunday,0.00017575380504311836
