dow,avg_return
Monday,-0.0013108954258141273
Tuesday,-0.004481630174811783
Wednesday,0.0067063414314236505
Thursday,-0.0017676469014519546
Friday,0.007104638593420712
Saturday,0.001236384777631936
Sunday,-0.004073615908196056
