date,monthly_return
2023-01-31,0.4214191237439757
2023-02-28,0.09808283819608943
2023-03-31,-0.0746457464442376
2023-04-30,-0.047754762257341654
2023-05-31,-0.15888543985242065
2023-06-30,-0.1258242661528326
2023-07-31,0.07413815827187276
2023-08-31,-0.21313817661186107
2023-09-30,0.050247363998108696
2023-10-31,0.11451756515921985
2023-11-30,0.4000715130929049
2023-12-31,0.2368588669559839
2024-01-31,-0.2215971369156714
2024-02-29,0.8889440130580188
2024-03-31,0.6788956891896527
2024-04-30,-0.34614311060335645
2024-05-31,0.05709291899350122
2024-06-30,-0.268798403529952
2024-07-31,-0.12541181776094146
2024-08-31,-0.12005455488372985
2024-09-30,0.16756426000848101
2024-10-31,-0.1949984986771266
2024-11-30,1.7382341914699584
2024-12-31,-0.28334367093691093
2025-01-31,-0.12686963983110167
2025-02-28,-0.39716176378019163
2025-03-31,-0.3097201094943587
2025-04-30,-0.07365655033799867
2025-05-31,0.01145506260603879
2025-06-30,-0.08232543555130933
2025-07-31,0.14582366770234856
2025-08-31,-0.01484660962148665
2025-09-30,-0.12122364390214002
2025-10-31,-0.2915110221464322
2025-11-30,-0.309561262020266
2025-12-31,0.03697643235381021
