dow,avg_return
Monday,0.002279529703202708
Tuesday,-0.0037639306358280477
Wednesday,0.006489270439647157
Thursday,-0.00046824998085205735
Friday,0.007404039718336961
Saturday,0.0054495173155154715
Sunday,-4.8553557326308646e-05
