dow,avg_return
Monday,-0.005227784537044276
Tuesday,0.0013942720085424176
Wednesday,0.0015880427582478235
Thursday,0.0006228713417848988
Friday,0.006019075988918492
Saturday,0.0030312724970559465
Sunday,-0.0016037741196209408
