dow,avg_return
Monday,-0.0017458845539085185
Tuesday,0.0030483398057374027
Wednesday,0.005188357340702009
Thursday,0.0012040036505998025
Friday,0.0009461720717170597
Saturday,0.001128452325097125
Sunday,0.004430675498556627
