date,monthly_return
2023-01-31,0.398355562196792
2023-02-28,0.00034877106732977836
2023-03-31,0.23031275933019146
2023-04-30,0.027751556410733347
2023-05-31,-0.070011342199917
2023-06-30,0.11967798146804087
2023-07-31,-0.04092037651288716
2023-08-31,-0.11285070504336647
2023-09-30,0.039968549920561314
2023-10-31,0.28551947543569023
2023-11-30,0.08783270039094293
2023-12-31,0.12071360157473277
2024-01-31,0.007510151676246579
2024-02-29,0.43716858418659976
2024-03-31,0.16561329171152273
2024-04-30,-0.14995437921729393
2024-05-31,0.11304277803921714
2024-06-30,-0.07131456883230869
2024-07-31,0.030966973402063003
2024-08-31,-0.08742521094720224
2024-09-30,0.07392927032290175
2024-10-31,0.10872796248193972
2024-11-30,0.3736209803256596
2024-12-31,-0.03131032825862812
2025-01-31,0.09607082167329573
2025-02-28,-0.17608526437187266
2025-03-31,-0.021619399346929025
2025-04-30,0.14123018539860022
2025-05-31,0.11072156686350643
2025-06-30,0.023865516830480216
2025-07-31,0.08048574368152783
2025-08-31,-0.06497588926270748
2025-09-30,0.053765260876786236
2025-10-31,-0.039453588451788923
2025-11-30,-0.1749043673304268
2025-12-31,0.017994857945293763
