dow,avg_return
Monday,-0.000972860885824765
Tuesday,-0.001825106619440235
Wednesday,0.004678138233867208
Thursday,0.0009357234411705753
Friday,0.0037006725274056265
Saturday,0.009190110206729404
Sunday,-0.0014987508100634277
