dow,avg_return
Monday,-0.004252316571773946
Tuesday,-0.005013795660664738
Wednesday,0.0005758245033574587
Thursday,-0.0033935965287285688
Friday,0.0014739151269338624
Saturday,0.005050581118266477
Sunday,0.0004742475457131146
