dow,avg_return
Monday,-0.002062829103412182
Tuesday,-0.007660781593579743
Wednesday,0.0023827390835615197
Thursday,0.00022600735844025498
Friday,0.005167087618165557
Saturday,0.005159620644700141
Sunday,2.441947187778317e-05
