dow,avg_return
Monday,0.0007082985522362772
Tuesday,-0.003457324066257069
Wednesday,0.007673474435579679
Thursday,-0.0012262449896925504
Friday,0.002936743396777968
Saturday,0.0023684399488165843
Sunday,0.002703732165776328
