date,monthly_return
2023-01-31,0.3473315948999751
2023-02-28,-0.0054643769881335125
2023-03-31,-0.043805613763316154
2023-04-30,-0.012828413388664917
2023-05-31,0.022651127226430923
2023-06-30,0.19468204988755078
2023-07-31,-0.14720239456387285
2023-08-31,-0.3067085276595858
2023-09-30,0.03312314675024042
2023-10-31,0.043589051627845654
2023-11-30,0.007193917425194041
2023-12-31,0.04828038760450437
2024-01-31,-0.08304291930369379
2024-02-29,0.19756179099155324
2024-03-31,0.31576463972701685
2024-04-30,-0.24422187081817637
2024-05-31,0.04708707907493648
2024-06-30,-0.09561101273766781
2024-07-31,-0.0676086185404019
2024-08-31,-0.07310957316408406
2024-09-30,0.027077332328258485
2024-10-31,0.03568059518467637
2024-11-30,0.4835393076524417
2024-12-31,0.0039029120802562822
2025-01-31,0.24201762980373065
2025-02-28,-0.0003978208832183805
2025-03-31,-0.35110804864206213
2025-04-30,0.005780380281212638
2025-05-31,0.043279463876165325
2025-06-30,-0.013134733668732412
2025-07-31,0.2353950882282716
2025-08-31,0.025275846990893136
2025-09-30,-0.018459458418127017
2025-10-31,-0.10667934496505127
2025-11-30,-0.13549013979249824
2025-12-31,0.023634141977668
