date,monthly_return
2023-01-31,0.8041077416417961
2023-02-28,-0.11859686900199284
2023-03-31,-0.12693176048547317
2023-04-30,-0.05382411122355435
2023-05-31,-0.1344238067769753
2023-06-30,-0.1345079293001824
2023-07-31,0.010321241173039564
2023-08-31,-0.22379111045243916
2023-09-30,-0.016235350351593625
2023-10-31,0.19134195174079904
2023-11-30,0.1654486728882194
2023-12-31,0.38870301157191123
2024-01-31,-0.21312253533823045
2024-02-29,0.375820101310381
2024-03-31,0.15190053454385954
2024-04-30,-0.38877835184409715
2024-05-31,0.1001111483161603
2024-06-30,-0.18558782410643604
2024-07-31,-0.06527001630649099
2024-08-31,-0.16628748518683778
2024-09-30,0.07144009854183975
2024-10-31,-0.05603918258239249
2024-11-30,0.7183507062502135
2024-12-31,-0.24139081571983168
2025-01-31,-0.1270018450553102
2025-02-28,-0.30587371586152456
2025-03-31,-0.22155804263976275
2025-04-30,-0.14793880623053546
2025-05-31,0.015502611839574909
2025-06-30,-0.10803175971175594
2025-07-31,0.0069699787960597615
2025-08-31,0.10352975131199926
2025-09-30,-0.16370316837305943
2025-10-31,-0.3256903591032423
2025-11-30,-0.2316054000301443
2025-12-31,0.0019487967462192834
