dow,avg_return
Monday,-0.0033866762627170256
Tuesday,-0.003806010329652346
Wednesday,0.004550064023208964
Thursday,-0.0038792511638962687
Friday,0.0007585402696526968
Saturday,0.003351053238316679
Sunday,-0.0011909694199439397
