dow,avg_return
Monday,-0.0033433902388562285
Tuesday,-0.0033337502827937376
Wednesday,0.004359806200691073
Thursday,-0.0014191093009818152
Friday,0.00014750440506436298
Saturday,0.005312318456922297
Sunday,0.008285974741768688
