date,symbol,open,high,low,close,volume,name,sma_7,sma_30,sma_100,returns,volatility_30,volume_ma_30
2022-12-11,DOT-USD,5.273873805999756,5.315065860748291,5.157429218292236,5.167613983154297,123645009.0,Polkadot,5.167613983154297,5.167613983154297,5.167613983154297,,,123645009.0
2022-12-12,DOT-USD,5.1678972244262695,5.193302154541016,5.059060096740723,5.169508934020996,188383975.0,Polkadot,5.1685614585876465,5.1685614585876465,5.1685614585876465,0.0003666974493212738,,156014492.0
2022-12-13,DOT-USD,5.169730186462402,5.32987117767334,5.014273166656494,5.2769551277160645,246802228.0,Polkadot,5.204692681630452,5.204692681630452,5.204692681630452,0.020784603540958235,0.014437639855026612,186277070.66666666
2022-12-14,DOT-USD,5.276790142059326,5.348690032958984,5.189598083496094,5.2152099609375,225853985.0,Polkadot,5.207322001457214,5.207322001457214,5.207322001457214,-0.011700908058562276,0.016420649884334608,196171299.25
2022-12-15,DOT-USD,5.215489864349365,5.244437217712402,5.132726192474365,5.22664213180542,172309526.0,Polkadot,5.211186027526855,5.211186027526855,5.211186027526855,0.0021920825726189364,0.013415959125943904,191398944.6
2022-12-16,DOT-USD,5.226772785186768,5.24382209777832,4.615402221679688,4.655857086181641,259854945.0,Polkadot,5.118631203969319,5.118631203969319,5.118631203969319,-0.10920683513998597,0.05146897772892777,202808278.0
2022-12-17,DOT-USD,4.655324935913086,4.714117050170898,4.597184181213379,4.710334777832031,184368884.0,Polkadot,5.060303143092564,5.060303143092564,5.060303143092564,0.011700894301948761,0.04776638708481052,200174078.85714287
2022-12-18,DOT-USD,4.710282802581787,4.711057186126709,4.632286071777344,4.663687229156494,81366848.0,Polkadot,4.988313606807163,5.010726153850555,5.010726153850555,-0.009903234244638348,0.04363635410442474,185323175.0
2022-12-19,DOT-USD,4.663804054260254,4.701517105102539,4.437100887298584,4.47675895690918,170487500.0,Polkadot,4.889349324362619,4.951396465301514,4.951396465301514,-0.04008164850307161,0.041463685214902464,183674766.66666666
2022-12-20,DOT-USD,4.477685928344727,4.644103050231934,4.470351219177246,4.611708164215088,136221750.0,Polkadot,4.794314043862479,4.917427635192871,4.917427635192871,0.030144398794944127,0.04184601427496788,178929465.0
2022-12-21,DOT-USD,4.611454010009766,4.613985061645508,4.452660083770752,4.480146884918213,124008107.0,Polkadot,4.689305033002581,4.8776748397133565,4.8776748397133565,-0.02852766797295092,0.03980816075216983,173936614.27272728
2022-12-22,DOT-USD,4.480755805969238,4.527610778808594,4.381284236907959,4.527610778808594,130622648.0,Polkadot,4.589443411145892,4.8485028346379595,4.8485028346379595,0.010594271819560408,0.038453354000270716,170327117.08333334
2022-12-23,DOT-USD,4.527463912963867,4.542692184448242,4.465248107910156,4.47208309173584,120863259.0,Polkadot,4.56318998336792,4.8195474697993355,4.8195474697993355,-0.012264235992336281,0.03666502721774535,166522204.92307693
2022-12-24,DOT-USD,4.472170829772949,4.487569808959961,4.43858814239502,4.453764915466309,49798355.0,Polkadot,4.526537145887103,4.793420144489834,4.793420144489834,-0.004096117154751,0.03516130115369259,158184787.07142857
2022-12-25,DOT-USD,4.453722953796387,4.493043899536133,4.4061808586120605,4.493043899536133,87988205.0,Polkadot,4.5021595273699075,4.77339506149292,4.77339506149292,0.008819276458311265,0.034185130068530835,153505014.93333334
2022-12-26,DOT-USD,4.49350118637085,4.572926998138428,4.470311164855957,4.572048187255859,104281742.0,Polkadot,4.51577227456229,4.760810881853104,4.760810881853104,0.01758368925081788,0.0336687252090088,150428560.375
2022-12-27,DOT-USD,4.571990013122559,4.577006816864014,4.472639083862305,4.480312824249268,123898109.0,Polkadot,4.497001511710031,4.744310996111701,4.744310996111701,-0.020064391110814483,0.0326766439438817,148867945.5882353
2022-12-28,DOT-USD,4.480050086975098,4.4807448387146,4.258874893188477,4.282458782196045,187917784.0,Polkadot,4.4687603541782925,4.718652539783054,4.718652539783054,-0.044160765065857976,0.03280927057707699,151037381.05555555
2022-12-29,DOT-USD,4.2826008796691895,4.348923206329346,4.2392120361328125,4.310527801513672,111444526.0,Polkadot,4.437748500279018,4.697172290400455,4.697172290400455,0.006554416690318643,0.032081311345263576,148953546.57894737
2022-12-30,DOT-USD,4.310326099395752,4.335296154022217,4.246063232421875,4.32347583770752,97767447.0,Polkadot,4.416518892560687,4.678487467765808,4.678487467765808,0.0030038168850927693,0.031309428370268025,146394241.6
2022-12-31,DOT-USD,4.323922157287598,4.38981294631958,4.309145927429199,4.314823150634766,80874550.0,Polkadot,4.396670069013323,4.661170119330997,4.661170119330997,-0.0020013265709246664,0.030512880025071076,143274256.2857143
2023-01-01,DOT-USD,4.313239097595215,4.382290840148926,4.284706115722656,4.370816230773926,86051504.0,Polkadot,4.379208973475865,4.647972215305675,4.647972215305675,0.012976911957775839,0.030107733447682583,140673222.0909091
2023-01-02,DOT-USD,4.370789051055908,4.522180080413818,4.329960823059082,4.489374160766602,123129359.0,Polkadot,4.367398398263114,4.6410766477170196,4.6410766477170196,0.02712489469539725,0.030294764289878665,139910445.4347826
2023-01-03,DOT-USD,4.489439964294434,4.5398688316345215,4.477426052093506,4.524363994598389,100206298.0,Polkadot,4.373691422598703,4.636213620503743,4.636213620503743,0.007793922399600639,0.029735980854453024,138256105.95833334
2023-01-04,DOT-USD,4.524334907531738,4.677799224853516,4.523980140686035,4.630190849304199,134185735.0,Polkadot,4.423367432185581,4.6359727096557615,4.6359727096557615,0.023390437823339827,0.02966698462897483,138093291.12
2023-01-05,DOT-USD,4.629891872406006,4.643754959106445,4.555349826812744,4.617661952972412,115007119.0,Polkadot,4.467243739536831,4.635268449783325,4.635268449783325,-0.002705913587486286,0.02904373146167872,137205361.42307693
2023-01-06,DOT-USD,4.6176347732543945,4.699047088623047,4.561759948730469,4.686106204986572,125537028.0,Polkadot,4.519048077719552,4.6371513296056674,4.6371513296056674,0.014822274283222914,0.02869704706013509,136773200.92592594
2023-01-07,DOT-USD,4.686261177062988,4.7020111083984375,4.644496917724609,4.665955066680908,69639293.0,Polkadot,4.5692097800118585,4.638180034501212,4.638180034501212,-0.004300188135774818,0.028140375530272245,134375561.35714287
2023-01-08,DOT-USD,4.665561199188232,4.802947044372559,4.614364147186279,4.801004886627197,107178827.0,Polkadot,4.630665302276611,4.643794684574522,4.643794684574522,0.028943660626023826,0.028281766010226733,133437742.93103448
2023-01-09,DOT-USD,4.803516864776611,5.062742233276367,4.803516864776611,4.894874095916748,249231173.0,Polkadot,4.688593864440918,4.652163998285929,4.652163998285929,0.01955199203212965,0.028064933311283968,137297523.93333334
2023-01-10,DOT-USD,4.894225120544434,4.964311122894287,4.846919059753418,4.918806076049805,132716232.0,Polkadot,4.744942733219692,4.643870401382446,4.660765355633151,0.00488919217616246,0.027601249142374776,137599898.03333333
2023-01-11,DOT-USD,4.918714046478272,5.129979133605957,4.838012218475342,5.129979133605957,153231216.0,Polkadot,4.816341059548514,4.642552741368612,4.675428286194801,0.04293177130612591,0.028757514550519843,136428139.4
2023-01-12,DOT-USD,5.163208961486816,5.2485880851745605,5.035909175872803,5.229477882385254,215518083.0,Polkadot,4.903743335178921,4.6409701665242515,4.692217667897542,0.01939554649013897,0.028724260633365004,135385334.56666666
2023-01-13,DOT-USD,5.230833053588867,5.414657115936279,5.177680969238281,5.401745796203613,183856813.0,Polkadot,5.00597756249564,4.647188027699788,4.713086142259486,0.03294170425667531,0.02924280295220741,133985428.83333333
2023-01-14,DOT-USD,5.401125907897949,6.377741813659668,5.400347232818604,6.024649143218994,643130105.0,Polkadot,5.200076716286795,4.673788261413574,4.750559370858329,0.11531519077650088,0.03586517569153432,149679448.13333333
2023-01-15,DOT-USD,6.02629280090332,6.0534210205078125,5.796247005462647,5.928098201751709,291009428.0,Polkadot,5.361090047018869,4.716196298599243,4.783268782827589,-0.01602598577478287,0.02897270955765943,150717930.9
2023-01-16,DOT-USD,5.928088188171387,6.076206207275391,5.657999038696289,5.810772895812988,305874665.0,Polkadot,5.491932732718332,4.752877569198608,4.811039164259627,-0.01979139041658451,0.029418998034013506,154768123.6
2023-01-17,DOT-USD,5.811995029449463,6.174070835113525,5.74049711227417,5.95620584487915,347150007.0,Polkadot,5.640132699693952,4.795961523056031,4.841175129539089,0.02502815919220569,0.02940064076979281,163627562.23333332
2023-01-18,DOT-USD,5.956489086151123,6.190423965454102,5.626401901245117,5.648100852966309,393198940.0,Polkadot,5.714150088174002,4.835006252924601,4.861865532703889,-0.051728398906450646,0.03013330021099538,171051276.9
2023-01-19,DOT-USD,5.647436141967773,5.832261085510254,5.647436141967773,5.805564880371094,172654288.0,Polkadot,5.796448230743408,4.874801476796468,4.885458016395569,0.027879110430913734,0.030079216319987882,172265694.83333334
2023-01-20,DOT-USD,5.805644035339356,6.272130012512207,5.764325141906738,6.255242824554443,228801196.0,Polkadot,5.918376377650669,4.933971341451009,4.918867401960419,0.07745636358379748,0.03180009902910572,175758797.8
2023-01-21,DOT-USD,6.25624418258667,6.439438819885254,6.11549711227417,6.249409198760986,359248913.0,Polkadot,5.950484957013812,4.991364622116089,4.950546968550909,-0.0009325978154769432,0.03188297347015288,183379673.3
2023-01-22,DOT-USD,6.248792171478272,6.443390846252441,6.119732856750488,6.205265998840332,264552957.0,Polkadot,5.9900803565979,5.0491373856862385,4.979726480883222,-0.007063579694766342,0.03176447492152206,188169329.9
2023-01-23,DOT-USD,6.206167221069336,6.796453952789307,6.205920219421387,6.577020168304443,459481550.0,Polkadot,6.0995442526681085,5.119912560780843,5.016028610142794,0.05990946553033938,0.03281632261222212,201825436.4
2023-01-24,DOT-USD,6.574902057647705,6.691412925720215,6.1468658447265625,6.186763763427734,286483739.0,Polkadot,6.132481098175049,5.17636988957723,5.04204494688246,-0.05933635520192071,0.035413972611974785,208441954.2
2023-01-25,DOT-USD,6.187839984893799,6.539225101470947,6.04372501373291,6.406065940856934,316181967.0,Polkadot,6.240761825016567,5.2375038146972654,5.071697577186253,0.0354469939074733,0.03567228023050802,215505295.03333333
2023-01-26,DOT-USD,6.403173923492432,6.549321174621582,6.328781127929688,6.474820137023926,293122320.0,Polkadot,6.336369718824114,5.303987391789755,5.101551248672161,0.010732670690835056,0.03515990952969574,221146102.06666666
2023-01-27,DOT-USD,6.474748134613037,6.6136579513549805,6.3252692222595215,6.567625045776367,244747281.0,Polkadot,6.380995750427246,5.380159600575765,5.132094452778499,0.014333202589176253,0.03346555935785698,223040418.63333333
2023-01-28,DOT-USD,6.570487022399902,6.651823997497559,6.345911979675293,6.398318767547607,192797813.0,Polkadot,6.402268545968192,5.449752632776896,5.157935765324806,-0.025778919632088337,0.034254445248226115,225752194.86666667
2023-01-29,DOT-USD,6.398777008056641,6.69188404083252,6.35431718826294,6.615758895874023,231833527.0,Polkadot,6.460910388401577,5.526162068049113,5.187092227935791,0.03398394738150223,0.03438427213936461,230221064.2
2023-01-30,DOT-USD,6.616557121276856,6.643761157989502,6.1015448570251465,6.188151836395264,248936208.0,Polkadot,6.4053577695574075,5.588606357574463,5.206720847709506,-0.06463461958165384,0.03722615668675498,235823119.46666667
2023-01-31,DOT-USD,6.187972068786621,6.311032772064209,6.164976119995117,6.264369010925293,197930900.0,Polkadot,6.41644423348563,5.651724783579509,5.2270602354636555,0.012316629673138069,0.03722621410170724,239552432.66666666
2023-02-01,DOT-USD,6.263351917266846,6.480932235717773,6.053880214691162,6.466094970703125,267498817.0,Polkadot,6.425019809177944,5.717615477244059,5.250438249336098,0.032202119547238395,0.037305372779667494,244364747.93333334
2023-02-02,DOT-USD,6.464698791503906,6.854850769042969,6.4632649421691895,6.5355329513549805,374914377.0,Polkadot,6.433693068368094,5.784654442469279,5.274236299373485,0.010738781438637712,0.03729534993111023,253521683.9
2023-02-03,DOT-USD,6.535589218139648,7.10568380355835,6.533466815948486,7.011683940887451,433742597.0,Polkadot,6.497130053383963,5.864037545522054,5.305826256491921,0.07285572470929891,0.038832455934679405,263506912.63333333
2023-02-04,DOT-USD,7.010735988616943,7.048868179321289,6.840476036071777,6.883106231689453,214142891.0,Polkadot,6.566385405404227,5.939552354812622,5.3339919703347345,-0.018337636191531503,0.03917666094294619,266811438.36666667
2023-02-05,DOT-USD,6.882102966308594,6.888059139251709,6.5346879959106445,6.644723892211914,246197164.0,Polkadot,6.570523262023926,6.004839611053467,5.356987267209773,-0.03463295951761425,0.0401741125065996,270833442.9
2023-02-06,DOT-USD,6.644575119018555,6.7830681800842285,6.464378833770752,6.494799137115479,231103237.0,Polkadot,6.614330019269671,6.065801080067953,5.37660471324263,-0.02256297741312574,0.04057347682928606,276215574.3666667
2023-02-07,DOT-USD,6.494757175445557,6.942543029785156,6.490695953369141,6.942028045654297,270506178.0,Polkadot,6.711138452802386,6.137168518702189,5.403137312097065,0.06885954424411111,0.04178903808526528,281659819.4
2023-02-08,DOT-USD,6.9418230056762695,6.991979122161865,6.65343189239502,6.749273777008057,254069478.0,Polkadot,6.751592567988804,6.1989818414052325,5.425572919845581,-0.02776627627814099,0.04242903229756377,281821096.23333335
2023-02-09,DOT-USD,6.750669956207275,6.960459232330322,6.149366855621338,6.231307029724121,510763048.0,Polkadot,6.708131722041538,6.242731873194376,5.438781675745229,-0.07674407119895343,0.04539002088864996,294422656.76666665
2023-02-10,DOT-USD,6.231432914733887,6.298765182495117,6.1541008949279785,6.189690113067627,282715442.0,Polkadot,6.590704032352993,6.278055572509766,5.450893102153655,-0.0066786817690054345,0.04500951263984408,298738797.6333333
2023-02-11,DOT-USD,6.190618991851807,6.285760879516602,6.167201995849609,6.278796195983887,139375050.0,Polkadot,6.504374027252197,6.31303284962972,5.464034421103341,0.014395887562794085,0.04497221634321652,296200696.53333336
2023-02-12,DOT-USD,6.277932167053223,6.374244213104248,6.121068000793457,6.176514148712158,173063356.0,Polkadot,6.437486921037946,6.3388584613800045,5.475166916847229,-0.01629007282274131,0.04489412261937479,295840914.6333333
2023-02-13,DOT-USD,6.176031112670898,6.236271858215332,5.918479919433594,6.121274948120117,314089739.0,Polkadot,6.3841263226100375,6.342079321543376,5.485107040405273,-0.008943426544818722,0.03985673344298693,284872902.43333334
2023-02-14,DOT-USD,6.121184825897217,6.255843162536621,6.047778129577637,6.227573871612549,260324481.0,Polkadot,6.282061440604074,6.35206184387207,5.496356537847808,0.01736548748313882,0.03982253910273619,283850070.8666667
2023-02-15,DOT-USD,6.227359771728516,6.609522819519043,6.169907093048096,6.609522819519043,309095776.0,Polkadot,6.262097018105643,6.378686841328939,5.512970959962304,0.06133190160096702,0.04099992562540122,283957441.23333335
2023-02-16,DOT-USD,6.6092610359191895,6.713314056396484,6.33200216293335,6.333875179290772,387445189.0,Polkadot,6.276749610900879,6.39127581914266,5.525043080834782,-0.04170462040228329,0.0416867322028056,285300613.96666664
2023-02-17,DOT-USD,6.333552837371826,7.38572883605957,6.307593822479248,7.278363227844238,724204305.0,Polkadot,6.432274341583252,6.445617898305257,5.550453517747962,0.1491169342334946,0.04822741047840364,296334126.1333333
2023-02-18,DOT-USD,7.278721809387207,7.352470874786377,7.134192943572998,7.242685794830322,422027608.0,Polkadot,6.569972855704171,6.4935219287872314,5.574628264563424,-0.0049018483822609316,0.048169927346317074,304646570.1333333
2023-02-19,DOT-USD,7.242490768432617,7.83330488204956,7.199179172515869,7.443704128265381,714852394.0,Polkadot,6.750999995640346,6.533137305577596,5.600953276728241,0.027754667139991307,0.04654344055123598,320848276.73333335
2023-02-20,DOT-USD,7.447235107421875,7.557075977325439,7.301703929901123,7.542162895202637,468495022.0,Polkadot,6.953983988080706,6.576229095458984,5.627914521429274,0.013227119890940608,0.04653375420113588,324489813.7
2023-02-21,DOT-USD,7.54300594329834,7.560232162475586,7.143787860870361,7.248809814453125,389455278.0,Polkadot,7.099874837057931,6.611013889312744,5.65011856653919,-0.03889508683723941,0.04723040765085996,328653224.4
2023-02-22,DOT-USD,7.248545169830322,7.260941028594971,6.901492118835449,7.183218955993652,405083332.0,Polkadot,7.181831427982876,6.631220515569051,5.670836139369655,-0.009048500393636139,0.04619531345524387,326839950.46666664
2023-02-23,DOT-USD,7.182922840118408,7.377747058868408,7.028689861297607,7.089574813842773,346788535.0,Polkadot,7.289788518633161,6.6613142172495525,5.689752655029297,-0.01303651506720993,0.04475928613924256,328850110.3333333
2023-02-24,DOT-USD,7.088986873626709,7.137348175048828,6.505551815032959,6.614421844482422,389778147.0,Polkadot,7.194939749581473,6.668259414037069,5.7019193548905225,-0.06702136331682262,0.046278369956534206,331303316.3333333
2023-02-25,DOT-USD,6.614668846130371,6.642154216766357,6.374598979949951,6.540582180023193,241439674.0,Polkadot,7.094639233180454,6.670451482137044,5.712811079892245,-0.011163434415787044,0.046309766194659055,329580561.46666664
2023-02-26,DOT-USD,6.540674209594727,6.723769187927246,6.510886192321777,6.689603805541992,221715960.0,Polkadot,6.986910615648542,6.674517440795898,5.725334063554421,0.02278415306422632,0.04641707744205306,328812850.76666665
2023-02-27,DOT-USD,6.689227104187012,6.775440216064453,6.512409210205078,6.588034152984619,255791158.0,Polkadot,6.850606509617397,6.680841286977132,5.736254317851007,-0.015183208977671891,0.04624133710317379,330912628.93333334
2023-02-28,DOT-USD,6.588064193725586,6.592543125152588,6.301514148712158,6.344935894012451,250815487.0,Polkadot,6.721481663840158,6.671813853581747,5.743862837553024,-0.03689996944870655,0.04636044423747671,331545360.93333334
2023-03-01,DOT-USD,6.345207214355469,6.58434009552002,6.332013130187988,6.534181118011475,259834534.0,Polkadot,6.628761972699847,6.6833481629689535,5.753619853361153,0.029826183772417414,0.0450349935765226,331908638.46666664
2023-03-02,DOT-USD,6.534324169158936,6.541319847106934,6.247585773468018,6.3269147872924805,215734915.0,Polkadot,6.519810540335519,6.685433022181193,5.760611254994462,-0.03172032225241883,0.045428903651789386,332502105.6333333
2023-03-03,DOT-USD,6.327834129333496,6.333823204040527,5.869161128997803,6.033932209014893,295249301.0,Polkadot,6.436883449554443,6.6710275967915855,5.763904278536877,-0.04630733748240756,0.04584661601372596,333427121.76666665
2023-03-04,DOT-USD,6.034204006195068,6.051474094390869,5.776045799255371,5.912603855133057,181811097.0,Polkadot,6.347172260284424,6.650263293584188,5.765674511591594,-0.020107676002817487,0.04591271205992146,326990345.76666665
2023-03-05,DOT-USD,5.912928104400635,6.053987979888916,5.904910087585449,5.980068206787109,176519917.0,Polkadot,6.245810031890869,6.61587610244751,5.7681967903586,0.01141026074247864,0.04376237651734217,318416256.43333334
2023-03-06,DOT-USD,5.979488849639893,6.034179210662842,5.889021873474121,5.922526836395264,191295906.0,Polkadot,6.1507375580923895,6.583856789271037,5.769991325777631,-0.009622192992136624,0.04369551018013397,317654690.26666665
2023-03-07,DOT-USD,5.923183917999268,6.006412982940674,5.762322902679443,5.851391792297363,247925428.0,Polkadot,6.080231257847378,6.557412385940552,5.770926963323834,-0.012010928116147901,0.04334430408499588,317712299.06666666
2023-03-08,DOT-USD,5.849308013916016,5.897900104522705,5.537147045135498,5.595501899719238,304238275.0,Polkadot,5.946134226662772,6.527435811360677,5.768933496691964,-0.04373145768754927,0.043837343425693565,320150133.6666667
2023-03-09,DOT-USD,5.595962047576904,5.79097318649292,5.297045230865479,5.380725860595703,307651777.0,Polkadot,5.810964379991804,6.475392405192057,5.764571613140321,-0.03838369514883233,0.04202127279732124,321388320.3
2023-03-10,DOT-USD,5.381686210632324,5.579728126525879,5.177556037902832,5.554636001586914,370467674.0,Polkadot,5.7424934932163785,6.435571146011353,5.7622389952341715,0.032320944329239154,0.042458208861451116,325268260.1666667
2023-03-11,DOT-USD,5.554731845855713,5.678918838500977,5.292418956756592,5.507718086242676,307651125.0,Polkadot,5.684652669089181,6.411451514561971,5.759442062168331,-0.008446622844563434,0.04028918946764286,318497862.73333335
