date,symbol,open,high,low,close,volume,name,sma_7,sma_30,sma_100,returns,volatility_30,volume_ma_30
2022-12-11,XMR-USD,149.78575134277344,151.9121551513672,149.32315063476562,150.44447326660156,61435870.0,Monero,150.44447326660156,150.44447326660156,150.44447326660156,,,61435870.0
2022-12-12,XMR-USD,150.44564819335938,151.94187927246094,148.20750427246094,150.56802368164062,108543576.0,Monero,150.5062484741211,150.5062484741211,150.5062484741211,0.0008212359839907535,,84989723.0
2022-12-13,XMR-USD,150.5880126953125,152.787841796875,148.47332763671875,151.5396270751953,85940527.0,Monero,150.8507080078125,150.8507080078125,150.8507080078125,0.006452919881641206,0.003982201873527722,85306657.66666667
2022-12-14,XMR-USD,151.5319061279297,152.34124755859375,146.98556518554688,148.62081909179688,98242696.0,Monero,150.2932357788086,150.2932357788086,150.2932357788086,-0.019261021290161273,0.013516777792403078,88540667.25
2022-12-15,XMR-USD,148.63385009765625,149.72084045410156,146.86109924316406,149.06546020507812,73147120.0,Monero,150.0476806640625,150.0476806640625,150.0476806640625,0.002991782147335753,0.01157618855390283,85461957.8
2022-12-16,XMR-USD,149.06414794921875,149.33792114257812,140.96119689941406,142.14190673828125,69577384.0,Monero,148.73005167643228,148.73005167643228,148.73005167643228,-0.04644639648428106,0.02216285471145403,82814528.83333333
2022-12-17,XMR-USD,142.1199188232422,143.93753051757812,138.76577758789062,143.44837951660156,55942162.0,Monero,147.97552708217077,147.97552708217077,147.97552708217077,0.00919132723276217,0.021482494173709604,78975619.28571428
2022-12-18,XMR-USD,143.4499969482422,145.9651336669922,142.959228515625,144.34039306640625,56488797.0,Monero,147.103515625,147.5211353302002,147.5211353302002,0.0062183591952076345,0.020304899299989094,76164766.5
2022-12-19,XMR-USD,144.34652709960938,145.66726684570312,143.29762268066406,143.98025512695312,50595821.0,Monero,146.16240583147322,147.12770419650607,147.12770419650607,-0.0024950599884222546,0.01883320474403637,73323772.55555555
2022-12-20,XMR-USD,143.99526977539062,147.54345703125,143.95338439941406,146.9954833984375,63666260.0,Monero,145.51324244907923,147.1144821166992,147.1144821166992,0.02094195672056376,0.01967133665213239,72358021.3
2022-12-21,XMR-USD,146.9951629638672,148.7784423828125,146.60043334960938,147.33155822753906,57307275.0,Monero,145.32906232561385,147.13421630859375,147.13421630859375,0.002286293574004672,0.01860538436077754,70989771.63636364
2022-12-22,XMR-USD,147.34967041015625,147.86236572265625,143.84933471679688,145.48533630371094,63201255.0,Monero,144.81761605398995,146.99680964152017,146.99680964152017,-0.012531069012226226,0.017937702461330897,70340728.58333333
2022-12-23,XMR-USD,145.47776794433594,146.6488494873047,140.0797576904297,143.15359497070312,73632350.0,Monero,144.96214294433594,146.70117774376502,146.70117774376502,-0.016027328885848235,0.01751812516725236,70593930.23076923
2022-12-24,XMR-USD,143.15711975097656,144.0745086669922,141.93350219726562,143.46673583984375,44443531.0,Monero,144.96476527622767,146.47014617919922,146.47014617919922,0.0021874467714535495,0.016859555518715808,68726044.57142857
2022-12-25,XMR-USD,143.467529296875,145.48355102539062,143.34165954589844,145.2751007080078,49253630.0,Monero,145.0982949393136,146.3904764811198,146.3904764811198,0.012604767631869684,0.01676113445939924,67427883.6
2022-12-26,XMR-USD,145.25405883789062,147.21937561035156,144.492431640625,146.77890014648438,58136569.0,Monero,145.49810137067522,146.41475296020508,146.41475296020508,0.010351391471406401,0.016481618959658384,66847176.4375
2022-12-27,XMR-USD,146.76284790039062,147.21893310546875,144.14492797851562,145.40594482421875,66100579.0,Monero,145.2710244315011,146.35541130514707,146.35541130514707,-0.009353901145842003,0.01604292556286107,66803258.941176474
2022-12-28,XMR-USD,145.41354370117188,146.83157348632812,143.8689422607422,146.78936767578125,61169572.0,Monero,145.19356863839286,146.3795199924045,146.3795199924045,0.009514211081499635,0.01578270709633121,66490276.333333336
2022-12-29,XMR-USD,146.78182983398438,146.87600708007812,145.01980590820312,145.6430206298828,60893067.0,Monero,145.21609497070312,146.34075686806128,146.34075686806128,-0.007809469201001118,0.015387530440262538,66195686.368421055
2022-12-30,XMR-USD,145.6397247314453,146.43093872070312,144.41900634765625,146.0196533203125,66830282.0,Monero,145.62553187779017,146.32470169067383,146.32470169067383,0.0025859988951122403,0.014986085355157002,66227416.15
2022-12-31,XMR-USD,146.01177978515625,148.40834045410156,145.41213989257812,147.28475952148438,44549077.0,Monero,146.17096383231026,146.37041873023622,146.37041873023622,0.008663944697887338,0.014761072797186739,65195114.28571428
2023-01-01,XMR-USD,147.30966186523438,148.9310302734375,146.43748474121094,148.57693481445312,36453347.0,Monero,146.6426544189453,146.47071491588247,146.47071491588247,0.008773312983413328,0.014543110430679363,63888670.31818182
2023-01-02,XMR-USD,148.58218383789062,149.62353515625,147.9435577392578,147.9435577392578,47050925.0,Monero,146.8090340750558,146.53475156037703,146.53475156037703,-0.004262956938681617,0.014215371401339433,63156594.43478261
2023-01-03,XMR-USD,147.93392944335938,149.02783203125,147.6288604736328,148.48793029785156,48662135.0,Monero,147.2493177141462,146.61613400777182,146.61613400777182,0.003679596238676197,0.013918034126914808,62552658.625
2023-01-04,XMR-USD,148.4669952392578,152.48898315429688,148.34262084960938,150.74365234375,83915181.0,Monero,147.81421552385603,146.78123474121094,146.78123474121094,0.01519128215588772,0.013982690878761682,63407159.52
2023-01-05,XMR-USD,150.79025268554688,155.92173767089844,150.76904296875,155.92173767089844,78049428.0,Monero,149.28260367257255,147.1327925461989,147.1327925461989,0.034350271116826425,0.015299650589209313,63970323.692307696
