date,symbol,open,high,low,close,volume,name,sma_7,sma_30,sma_100,returns,volatility_30,volume_ma_30
2022-12-11,BTC-USD,17129.7109375,17245.634765625,17091.8203125,17104.193359375,14122486832.0,Bitcoin,17104.193359375,17104.193359375,17104.193359375,,,14122486832.0
2022-12-12,BTC-USD,17102.5,17212.564453125,16899.39453125,17206.4375,19617581341.0,Bitcoin,17155.3154296875,17155.3154296875,17155.3154296875,0.005977723618808328,,16870034086.5
2022-12-13,BTC-USD,17206.44140625,17930.0859375,17111.763671875,17781.318359375,26634741631.0,Bitcoin,17363.983072916668,17363.983072916668,17363.983072916668,0.033410801008343594,0.019398115050955737,20124936601.333332
2022-12-14,BTC-USD,17782.06640625,18318.53125,17739.513671875,17815.650390625,25534481470.0,Bitcoin,17476.89990234375,17476.89990234375,17476.89990234375,0.0019307922256450727,0.017126696226067543,21477322818.5
2022-12-15,BTC-USD,17813.64453125,17846.744140625,17322.58984375,17364.865234375,20964448341.0,Bitcoin,17454.49296875,17454.49296875,17454.49296875,-0.02530276169357326,0.024026651880985885,21374747923.0
2022-12-16,BTC-USD,17364.546875,17505.525390625,16584.701171875,16647.484375,24031608960.0,Bitcoin,17319.991536458332,17319.991536458332,17319.991536458332,-0.04131220425223303,0.029046070126581884,21817558095.833332
2022-12-17,BTC-USD,16646.982421875,16800.58984375,16614.029296875,16795.091796875,14463581825.0,Bitcoin,17245.005859375,17245.005859375,17245.005859375,0.008866650272798315,0.026594371153140464,20766990057.142857
2022-12-18,BTC-USD,16795.609375,16815.38671875,16697.8203125,16757.9765625,10924354698.0,Bitcoin,17195.546316964286,17184.127197265625,17184.127197265625,-0.0022098857704312413,0.024278049403422052,19536660637.25
2022-12-19,BTC-USD,16759.041015625,16807.52734375,16398.13671875,16439.6796875,17221074814.0,Bitcoin,17086.00948660714,17101.410807291668,17101.410807291668,-0.01899375344110854,0.02320685721661681,19279373323.555557
2022-12-20,BTC-USD,16441.787109375,17012.984375,16427.8671875,16906.3046875,22722096615.0,Bitcoin,16961.00753348214,17081.9001953125,17081.9001953125,0.028384068842582266,0.0243492449684286,19623645652.7
