date,symbol,close,lag_1,lag_7,lag_30
2022-12-11,DASH-USD,46.66819763183594,,,
2022-12-12,DASH-USD,48.86445617675781,46.66819763183594,,
2022-12-13,DASH-USD,48.25510025024414,48.86445617675781,,
2022-12-14,DASH-USD,48.84358596801758,48.25510025024414,,
2022-12-15,DASH-USD,46.54599380493164,48.84358596801758,,
2022-12-16,DASH-USD,43.3486442565918,46.54599380493164,,
2022-12-17,DASH-USD,43.151458740234375,43.3486442565918,,
2022-12-18,DASH-USD,42.53326034545898,43.151458740234375,46.66819763183594,
2022-12-19,DASH-USD,41.30797576904297,42.53326034545898,48.86445617675781,
2022-12-20,DASH-USD,42.20294189453125,41.30797576904297,48.25510025024414,
2022-12-21,DASH-USD,42.51985549926758,42.20294189453125,48.84358596801758,
2022-12-22,DASH-USD,42.741825103759766,42.51985549926758,46.54599380493164,
2022-12-23,DASH-USD,43.28707504272461,42.741825103759766,43.3486442565918,
2022-12-24,DASH-USD,43.85197448730469,43.28707504272461,43.151458740234375,
2022-12-25,DASH-USD,44.54528045654297,43.85197448730469,42.53326034545898,
2022-12-26,DASH-USD,44.89340972900391,44.54528045654297,41.30797576904297,
2022-12-27,DASH-USD,44.07754898071289,44.89340972900391,42.20294189453125,
2022-12-28,DASH-USD,42.958438873291016,44.07754898071289,42.51985549926758,
2022-12-29,DASH-USD,42.59868240356445,42.958438873291016,42.741825103759766,
2022-12-30,DASH-USD,41.98278045654297,42.59868240356445,43.28707504272461,
2022-12-31,DASH-USD,42.0158576965332,41.98278045654297,43.85197448730469,
2023-01-01,DASH-USD,42.20969772338867,42.0158576965332,44.54528045654297,
2023-01-02,DASH-USD,43.59601974487305,42.20969772338867,44.89340972900391,
2023-01-03,DASH-USD,42.89097213745117,43.59601974487305,44.07754898071289,
2023-01-04,DASH-USD,45.799442291259766,42.89097213745117,42.958438873291016,
2023-01-05,DASH-USD,44.8953857421875,45.799442291259766,42.59868240356445,
2023-01-06,DASH-USD,45.92698287963867,44.8953857421875,41.98278045654297,
2023-01-07,DASH-USD,46.3560676574707,45.92698287963867,42.0158576965332,
2023-01-08,DASH-USD,47.71683883666992,46.3560676574707,42.20969772338867,
2023-01-09,DASH-USD,48.93963623046875,47.71683883666992,43.59601974487305,
2023-01-10,DASH-USD,48.366943359375,48.93963623046875,42.89097213745117,46.66819763183594
2023-01-11,DASH-USD,49.05345916748047,48.366943359375,45.799442291259766,48.86445617675781
2023-01-12,DASH-USD,49.35648727416992,49.05345916748047,44.8953857421875,48.25510025024414
2023-01-13,DASH-USD,51.55645751953125,49.35648727416992,45.92698287963867,48.84358596801758
2023-01-14,DASH-USD,51.570457458496094,51.55645751953125,46.3560676574707,46.54599380493164
2023-01-15,DASH-USD,51.69500732421875,51.570457458496094,47.71683883666992,43.3486442565918
2023-01-16,DASH-USD,49.22496795654297,51.69500732421875,48.93963623046875,43.151458740234375
2023-01-17,DASH-USD,49.34992218017578,49.22496795654297,48.366943359375,42.53326034545898
2023-01-18,DASH-USD,46.948516845703125,49.34992218017578,49.05345916748047,41.30797576904297
2023-01-19,DASH-USD,49.04390335083008,46.948516845703125,49.35648727416992,42.20294189453125
2023-01-20,DASH-USD,51.85006713867188,49.04390335083008,51.55645751953125,42.51985549926758
2023-01-21,DASH-USD,52.47555923461914,51.85006713867188,51.570457458496094,42.741825103759766
2023-01-22,DASH-USD,51.48159408569336,52.47555923461914,51.69500732421875,43.28707504272461
2023-01-23,DASH-USD,52.013553619384766,51.48159408569336,49.22496795654297,43.85197448730469
2023-01-24,DASH-USD,48.95628356933594,52.013553619384766,49.34992218017578,44.54528045654297
2023-01-25,DASH-USD,50.57054138183594,48.95628356933594,46.948516845703125,44.89340972900391
2023-01-26,DASH-USD,50.84861755371094,50.57054138183594,49.04390335083008,44.07754898071289
2023-01-27,DASH-USD,51.64287185668945,50.84861755371094,51.85006713867188,42.958438873291016
2023-01-28,DASH-USD,50.67060852050781,51.64287185668945,52.47555923461914,42.59868240356445
2023-01-29,DASH-USD,56.81143569946289,50.67060852050781,51.48159408569336,41.98278045654297
2023-01-30,DASH-USD,59.32993698120117,56.81143569946289,52.013553619384766,42.0158576965332
2023-01-31,DASH-USD,60.14484405517578,59.32993698120117,48.95628356933594,42.20969772338867
2023-02-01,DASH-USD,62.969871520996094,60.14484405517578,50.57054138183594,43.59601974487305
2023-02-02,DASH-USD,61.38241958618164,62.969871520996094,50.84861755371094,42.89097213745117
2023-02-03,DASH-USD,62.86627197265625,61.38241958618164,51.64287185668945,45.799442291259766
2023-02-04,DASH-USD,61.49489974975586,62.86627197265625,50.67060852050781,44.8953857421875
2023-02-05,DASH-USD,59.51626968383789,61.49489974975586,56.81143569946289,45.92698287963867
2023-02-06,DASH-USD,61.88891220092773,59.51626968383789,59.32993698120117,46.3560676574707
2023-02-07,DASH-USD,65.76837921142578,61.88891220092773,60.14484405517578,47.71683883666992
2023-02-08,DASH-USD,63.87453842163086,65.76837921142578,62.969871520996094,48.93963623046875
2023-02-09,DASH-USD,57.239036560058594,63.87453842163086,61.38241958618164,48.366943359375
2023-02-10,DASH-USD,57.851318359375,57.239036560058594,62.86627197265625,49.05345916748047
2023-02-11,DASH-USD,62.16973114013672,57.851318359375,61.49489974975586,49.35648727416992
2023-02-12,DASH-USD,62.36994934082031,62.16973114013672,59.51626968383789,51.55645751953125
2023-02-13,DASH-USD,63.19940948486328,62.36994934082031,61.88891220092773,51.570457458496094
2023-02-14,DASH-USD,68.11457824707031,63.19940948486328,65.76837921142578,51.69500732421875
2023-02-15,DASH-USD,73.35304260253906,68.11457824707031,63.87453842163086,49.22496795654297
2023-02-16,DASH-USD,73.2477035522461,73.35304260253906,57.239036560058594,49.34992218017578
2023-02-17,DASH-USD,73.0770492553711,73.2477035522461,57.851318359375,46.948516845703125
2023-02-18,DASH-USD,72.15644836425781,73.0770492553711,62.16973114013672,49.04390335083008
2023-02-19,DASH-USD,70.46451568603516,72.15644836425781,62.36994934082031,51.85006713867188
2023-02-20,DASH-USD,72.23416137695312,70.46451568603516,63.19940948486328,52.47555923461914
2023-02-21,DASH-USD,70.4158935546875,72.23416137695312,68.11457824707031,51.48159408569336
2023-02-22,DASH-USD,73.41566467285156,70.4158935546875,73.35304260253906,52.013553619384766
2023-02-23,DASH-USD,70.96410369873047,73.41566467285156,73.2477035522461,48.95628356933594
2023-02-24,DASH-USD,70.11471557617188,70.96410369873047,73.0770492553711,50.57054138183594
2023-02-25,DASH-USD,69.39730834960938,70.11471557617188,72.15644836425781,50.84861755371094
2023-02-26,DASH-USD,74.12153625488281,69.39730834960938,70.46451568603516,51.64287185668945
2023-02-27,DASH-USD,74.21278381347656,74.12153625488281,72.23416137695312,50.67060852050781
2023-02-28,DASH-USD,71.6346435546875,74.21278381347656,70.4158935546875,56.81143569946289
2023-03-01,DASH-USD,74.0114517211914,71.6346435546875,73.41566467285156,59.32993698120117
2023-03-02,DASH-USD,72.29716491699219,74.0114517211914,70.96410369873047,60.14484405517578
2023-03-03,DASH-USD,69.2184066772461,72.29716491699219,70.11471557617188,62.969871520996094
2023-03-04,DASH-USD,67.31237030029297,69.2184066772461,69.39730834960938,61.38241958618164
2023-03-05,DASH-USD,65.2165756225586,67.31237030029297,74.12153625488281,62.86627197265625
2023-03-06,DASH-USD,62.44868087768555,65.2165756225586,74.21278381347656,61.49489974975586
2023-03-07,DASH-USD,62.01383972167969,62.44868087768555,71.6346435546875,59.51626968383789
2023-03-08,DASH-USD,58.26456069946289,62.01383972167969,74.0114517211914,61.88891220092773
2023-03-09,DASH-USD,54.70367813110352,58.26456069946289,72.29716491699219,65.76837921142578
2023-03-10,DASH-USD,50.17259979248047,54.70367813110352,69.2184066772461,63.87453842163086
2023-03-11,DASH-USD,46.64661407470703,50.17259979248047,67.31237030029297,57.239036560058594
2023-03-12,DASH-USD,53.44081115722656,46.64661407470703,65.2165756225586,57.851318359375
2023-03-13,DASH-USD,56.45023727416992,53.44081115722656,62.44868087768555,62.16973114013672
2023-03-14,DASH-USD,58.502220153808594,56.45023727416992,62.01383972167969,62.36994934082031
2023-03-15,DASH-USD,52.06405258178711,58.502220153808594,58.26456069946289,63.19940948486328
2023-03-16,DASH-USD,53.09640884399414,52.06405258178711,54.70367813110352,68.11457824707031
2023-03-17,DASH-USD,58.3017578125,53.09640884399414,50.17259979248047,73.35304260253906
2023-03-18,DASH-USD,55.79490661621094,58.3017578125,46.64661407470703,73.2477035522461
2023-03-19,DASH-USD,57.75036239624024,55.79490661621094,53.44081115722656,73.0770492553711
2023-03-20,DASH-USD,55.81828689575195,57.75036239624024,56.45023727416992,72.15644836425781
2023-03-21,DASH-USD,58.70364761352539,55.81828689575195,58.502220153808594,70.46451568603516
2023-03-22,DASH-USD,58.89796447753906,58.70364761352539,52.06405258178711,72.23416137695312
2023-03-23,DASH-USD,63.601837158203125,58.89796447753906,53.09640884399414,70.4158935546875
2023-03-24,DASH-USD,61.67356491088867,63.601837158203125,58.3017578125,73.41566467285156
2023-03-25,DASH-USD,58.29046630859375,61.67356491088867,55.79490661621094,70.96410369873047
2023-03-26,DASH-USD,59.26087188720703,58.29046630859375,57.75036239624024,70.11471557617188
2023-03-27,DASH-USD,56.10701370239258,59.26087188720703,55.81828689575195,69.39730834960938
2023-03-28,DASH-USD,56.50049209594727,56.10701370239258,58.70364761352539,74.12153625488281
2023-03-29,DASH-USD,58.19028854370117,56.50049209594727,58.89796447753906,74.21278381347656
2023-03-30,DASH-USD,56.46976089477539,58.19028854370117,63.601837158203125,71.6346435546875
2023-03-31,DASH-USD,58.442813873291016,56.46976089477539,61.67356491088867,74.0114517211914
2023-04-01,DASH-USD,58.53875732421875,58.442813873291016,58.29046630859375,72.29716491699219
2023-04-02,DASH-USD,57.094764709472656,58.53875732421875,59.26087188720703,69.2184066772461
2023-04-03,DASH-USD,57.86403274536133,57.094764709472656,56.10701370239258,67.31237030029297
2023-04-04,DASH-USD,57.66388702392578,57.86403274536133,56.50049209594727,65.2165756225586
2023-04-05,DASH-USD,57.68196105957031,57.66388702392578,58.19028854370117,62.44868087768555
2023-04-06,DASH-USD,56.54803085327149,57.68196105957031,56.46976089477539,62.01383972167969
2023-04-07,DASH-USD,56.06974792480469,56.54803085327149,58.442813873291016,58.26456069946289
2023-04-08,DASH-USD,55.62736129760742,56.06974792480469,58.53875732421875,54.70367813110352
2023-04-09,DASH-USD,55.78133773803711,55.62736129760742,57.094764709472656,50.17259979248047
2023-04-10,DASH-USD,57.64890670776367,55.78133773803711,57.86403274536133,46.64661407470703
2023-04-11,DASH-USD,57.03773498535156,57.64890670776367,57.66388702392578,53.44081115722656
2023-04-12,DASH-USD,55.95865631103516,57.03773498535156,57.68196105957031,56.45023727416992
2023-04-13,DASH-USD,57.2861442565918,55.95865631103516,56.54803085327149,58.502220153808594
2023-04-14,DASH-USD,60.007286071777344,57.2861442565918,56.06974792480469,52.06405258178711
