lag,value
0,1.0
1,0.9918684650492273
2,0.049633189307722904
3,0.07902995296739478
4,-0.0003540562494944603
5,-0.08361728064067013
6,0.017922427110404142
7,0.03737165954702825
8,-0.03205317556066977
9,-0.04682774698233954
10,0.06943275449424516
11,-0.021687812877759765
12,-0.054873610027108034
13,0.028448752266242258
14,-0.007008682103339345
15,-0.025812901115114976
16,0.03968489234728608
17,0.017356828804126374
18,-0.0639858438441321
19,0.005285645761979496
20,0.01125441850615748
21,0.000337568171272507
22,0.017994661672544772
23,0.020103780280632304
24,0.040471774893752754
25,0.022750957354386165
26,-0.03653967415526123
27,-0.023992460296708026
28,-0.021440986751938167
29,0.05037358075560468
30,0.00225233783621057
31,-0.007581068112814041
32,-0.01488418215356385
33,-0.001509993012502531
34,0.0029619823155350618
35,0.005529343292883221
36,-0.012270789001149909
37,0.027447281678227107
38,0.009619090929270876
39,0.00952432417308562
40,0.007484967656874528
