lag,value
0,1.0
1,0.991118968707573
2,-0.023730560457201306
3,0.025814353305179102
4,-0.04879419560243478
5,-0.00585802171981639
6,-0.0020384688070589183
7,-0.029311875549095902
8,0.006438350592106138
9,-0.028222162630835285
10,0.009765561759822867
11,0.020557252341974835
12,-0.05910873417120974
13,-0.07070410502299347
14,0.02465527959880958
15,-0.06430250163139646
16,-0.033901873899525564
17,0.027203106168706456
18,-0.06774794449889943
19,0.0693170182639074
20,0.005624058219223965
21,-0.011229608539595048
22,0.029823802510660212
23,0.037711055610205164
24,0.020362638589782617
25,-0.027706437050457243
26,-0.09894301794211428
27,0.0775597437958038
28,-0.025535558161599813
29,-0.050509206336365325
30,0.0002889976016518703
31,-0.037064541302212935
32,-0.02375744555384743
33,0.00404087354653283
34,0.04242908108331896
35,-0.03716984122788059
36,0.02554340120990604
37,-0.006700404840111117
38,0.04103175033752788
39,0.07622534498062788
40,0.07769026362782579
