lag,value
0,1.0
1,0.9876355630547918
2,0.9749137268268203
3,0.9630135910620417
4,0.9510416633906276
5,0.9390864846301633
6,0.92659532235932
7,0.9151123424340432
8,0.903184489428193
9,0.8919073111292072
10,0.879263899131697
11,0.8680169499023498
12,0.8549848036625015
13,0.8404612753127894
14,0.8254818049858316
15,0.8092378794789874
16,0.7946573762690498
17,0.7811902535271632
18,0.7678266440649878
19,0.7536354464161495
20,0.7395901397559913
21,0.7261889824974816
22,0.7131792067913506
23,0.7004484017235536
24,0.6877486882567325
25,0.6759178565234528
26,0.663153732547671
27,0.6512372884945209
28,0.6388176032682751
29,0.6259721997455692
30,0.6144213209071213
31,0.6037441000593193
32,0.5927520792930182
33,0.5820286792945983
34,0.5728496163466196
35,0.5629904967764318
36,0.552591107179689
37,0.5424588807740328
38,0.5330580849298162
39,0.525245930319931
40,0.5171592274388017
