lag,value
0,1.0
1,0.9822218092127358
2,0.9658352584379594
3,0.9500168231091062
4,0.9344091984219569
5,0.9193709012121876
6,0.9042482174815335
7,0.8889590613903988
8,0.873224729569368
9,0.8601234317443638
10,0.84586071669059
11,0.8336018657239298
12,0.8188016727988066
13,0.8056920387238382
14,0.7931171829465734
15,0.780216359994789
16,0.7690741840120263
17,0.7584991865725781
18,0.7479509446208066
19,0.7368728412728911
20,0.7250187839140941
21,0.7129163220301848
22,0.7012183583730035
23,0.689837892547343
24,0.6796829628595407
25,0.670261614607791
26,0.6588729456235675
27,0.6485312705694497
28,0.6377531774017264
29,0.6258530968076863
30,0.6138938682189378
31,0.6012854739982954
32,0.5879977544633296
33,0.5766642020691483
34,0.5665996596945216
35,0.5555484758130903
36,0.5434279836151596
37,0.5327585822378222
38,0.5227588993857352
39,0.5145172732981733
40,0.5057228125938258
