lag,value
0,1.0
1,0.986560735371982
2,-0.018825940692656282
3,0.023367215471011924
4,-0.020471259607085165
5,0.002355504748984023
6,0.007252175549403603
7,-0.014315141290134214
8,-0.035757141735245475
9,0.018039562097821822
10,-0.03483079530089165
11,-0.010247633590393995
12,0.0006211075811643645
13,-0.08279203975606778
14,-0.05272180742617533
15,-0.032202430500649866
16,0.07921049794961735
17,0.011094346971190744
18,-0.04204621733413131
19,-0.025461119926638277
20,-0.047047931214998
21,0.039472109142726704
22,0.03573709615656118
23,-0.027053983610988517
24,0.025302751453351813
25,0.062083680148477476
26,-0.02898135773130958
27,0.002701459346972228
28,0.0033549313437949246
29,-0.022056967042376727
30,0.0012319548553770246
31,-0.013776279728797872
32,-0.062184209667026105
33,0.055587098977574995
34,0.024769319547197365
35,-0.007939121099093623
36,0.011822109455054726
37,0.029478406650923234
38,-0.0033814665693538276
39,0.029164564972115132
40,0.033958608067665895
