lag,value
0,1.0
1,0.9925435738083886
2,0.009394049213614312
3,0.01819859354744359
4,0.006861688170360753
5,-0.005680488952198615
6,-0.005946095567414137
7,-0.02196733643891375
8,-0.002512461130484119
9,0.04077108508934483
10,0.011647716333550927
11,-0.030555050443981005
12,-0.021255236311144426
13,0.04772541078490741
14,-0.01445758167303068
15,-0.06373416889341915
16,0.018870708856376175
17,0.023980507414148578
18,-0.018132808634363118
19,-0.012108287476102677
20,-0.01950807851638405
21,-0.0035590798382033485
22,-0.029966861053874028
23,-0.0002482872183895532
24,0.011015454566862596
25,-0.03236932084977367
26,-0.054144386487989984
27,-0.007729871311177167
28,-0.02169664676701834
29,-0.04675611325697283
30,0.0030881627283291914
31,-0.04689030561209841
32,-0.0311574141216568
33,0.0159860521485072
34,0.006738970754172826
35,0.04141884455171898
36,-0.029953137571919513
37,0.03643870227999357
38,-0.05145975282392224
39,-0.010278149601784017
40,0.02506606646282695
