lag,value
0,1.0
1,0.995472492349748
2,0.014913336718565411
3,0.03263099014593804
4,-0.0029025374252152143
5,-0.01414685327779774
6,-0.012193602580600446
7,-0.006158355015741181
8,-0.005156508642999556
9,0.03932433067886024
10,0.04627794812252109
11,-0.014219828834313214
12,-0.004918363323955284
13,-0.002552973356418788
14,-0.0071712025050305545
15,-0.01814564487130548
16,0.0037808390033138273
17,-0.034777104324329074
18,-0.020543855817091304
19,-0.0058111021286038084
20,-0.00940522246605543
21,-0.01042868776688315
22,-0.008114347304799879
23,0.006575355165941608
24,0.007320974053502336
25,-0.035168255677753
26,-0.04858157247174532
27,0.0018108356128226858
28,-0.014376020137976911
29,0.031837478932604184
30,0.016670577936472232
31,0.031368160422321885
32,-0.0036897009217273105
33,0.012291351148879292
34,0.05288719491217161
35,0.05194412504782757
36,0.011771959131789134
37,-0.022630623600158474
38,0.014842807447218331
39,-0.013396897573822855
40,0.042337807704854076
