lag,value
0,1.0
1,0.9911189687075731
2,0.9818971781257234
3,0.9732073667039447
4,0.9637543668782339
5,0.9542355174725259
6,0.9448120288006999
7,0.9349296942081956
8,0.9252240527372646
9,0.9151521319106304
10,0.9052789296473347
11,0.8959059214310132
12,0.885559184413779
13,0.8740017284016646
14,0.8630498115530276
15,0.851073312279891
16,0.8384564741288846
17,0.8265327376813789
18,0.8135017707069727
19,0.8016298966146076
20,0.7901553048509747
21,0.7783811984648111
22,0.7673637078339054
23,0.7572032143054939
24,0.7472574666862135
25,0.7370841249567514
26,0.7252885055967426
27,0.7147098050543608
28,0.7040649795152121
29,0.6923890810266502
30,0.6807400825910963
31,0.6690098801100588
32,0.6566273175218968
33,0.6444926078191772
34,0.6335678071892163
35,0.6221214689380393
36,0.611337567634463
37,0.6004822198027356
38,0.5902711159682863
39,0.5818688680606459
40,0.5745383980682538
