lag,value
0,1.0
1,0.9918684650492271
2,0.9846069581474308
3,0.9786352761881647
4,0.9725617876245732
5,0.9650928830497992
6,0.958129230014632
7,0.9519783028719958
8,0.9452118913059825
9,0.9376019245046383
10,0.9313928567325676
11,0.9249614946627928
12,0.9174437808288083
13,0.9104509684774382
14,0.9037531632922745
15,0.8965801551300898
16,0.8898285319966865
17,0.8835798465435724
18,0.8764508366929081
19,0.8692130208659139
20,0.8623855434567609
21,0.8558763013064731
22,0.8493231927358975
23,0.8430215735256867
24,0.8376900377301216
25,0.8325464785181957
26,0.8265364966453497
27,0.8205155260395557
28,0.8144423462313961
29,0.8090709998818414
30,0.803626363965097
31,0.7980948226021961
32,0.7924050259683687
33,0.7868446646686688
34,0.7813735875649727
35,0.7760283625887365
36,0.7704829496123123
37,0.7654606055120001
38,0.7605328595263222
39,0.755690287709391
40,0.7509975427587162
