lag,value
0,1.0
1,0.9880863926054254
2,-0.06407578005507036
3,0.03816669158867682
4,-0.008543633364348163
5,-0.022981223166976032
6,-0.055925601275057135
7,0.06314179091563114
8,-0.09148623609347722
9,0.054609779792077574
10,-0.04136729301768739
11,-0.012329585521746924
12,-0.019139355530960526
13,-0.010561198000539642
14,-0.06328713581095419
15,-0.12413116243008929
16,0.031934649641518015
17,0.06339523354163637
18,-0.0036587798502360604
19,0.006834592217986119
20,0.023291211040104523
21,0.07049184400960526
22,-0.01562584785324754
23,-0.0008610007205907342
24,-0.009575013409943139
25,-0.04306235737891956
26,-0.009870056494835997
27,-0.03672794437283631
28,0.04098827447355185
29,0.0689728141290471
30,0.0004072379494403068
31,-0.030793432026437268
32,-0.055187719968341965
33,0.054542457011516866
34,-0.00805109479143598
35,-0.06085954423955677
36,-0.02451683328583122
37,0.014388807387477226
38,0.0778262632144253
39,0.0007612788990400493
40,0.02999719252092795
