lag,value
0,1.0
1,0.9876467384371257
2,0.0672675417202404
3,0.0029853147709757843
4,-0.08516468010311995
5,-0.07640278340365056
6,0.0705193058858389
7,-0.02271921674851982
8,-0.0065080095202380605
9,0.053592736216880606
10,-0.015514884179436547
11,0.02143755777264006
12,0.005718395437903148
13,0.032327192424978196
14,-0.049806178827711545
15,0.0178867762355747
16,0.04441532421129325
17,6.42674028821103e-05
18,0.020839567308791686
19,-0.0014650349732135495
20,-0.010166554745118317
21,0.022147659771868375
22,-0.03806726475941246
23,-0.03847440201422972
24,-0.0005673363525034706
25,-0.09095745257057652
26,-0.011952265068902448
27,-0.024795920444858153
28,-0.019594340719956756
29,0.0003578509802227135
30,0.11626539897638902
31,-0.022621821697075377
32,-0.02413713887805919
33,0.002853517357715776
34,0.010969430459970649
35,-0.013303526654874442
36,-0.025438484812139804
37,0.001962264120738291
38,0.003268779205498715
39,0.007363482979585911
40,0.0469267284969474
