lag,value
0,1.0
1,0.9941326729801332
2,-0.07283716212877649
3,0.01451252241501924
4,0.0738354105387645
5,-0.08689592019417813
6,-0.06746478238089257
7,-0.0026684763055853447
8,-0.14485454305596143
9,-0.012533158946396707
10,-0.024782347332115973
11,0.03558692475529656
12,0.06841450219016411
13,0.04444161003354962
14,-0.08205170498321565
15,-0.026409836866607892
16,0.034570351024448304
17,0.05564990454484784
18,-0.013389964186892728
19,0.04528497498613733
20,-0.010986811661131178
21,0.05489866817803105
22,0.04320097812904036
23,-0.055407007030639714
24,0.06692056046932564
25,-0.0427058448201422
26,-0.004763519670004413
27,0.021072767529581676
28,-0.03034984826857401
29,0.08625664003431029
30,-0.027729898265440193
31,-0.017729595937056582
32,-0.0753028923273171
33,0.06065344437723422
34,0.00213781987825144
35,0.005023694073823857
36,-0.011919373566484136
37,0.028208192027844765
38,0.07119879138409894
39,-0.033573907048412795
40,-0.007477563327100297
