lag,value
0,1.0
1,0.9880863926054254
2,0.9747970664122516
3,0.962488335794268
4,0.950245716035526
5,0.9375671583014523
6,0.9236756858909929
7,0.9113299049598275
8,0.897291976201371
9,0.8843115619037095
10,0.8708371527720487
11,0.8570102176723002
12,0.843071974418542
13,0.828771447372859
14,0.8135658521960519
15,0.7951574284180881
16,0.7776721910759993
17,0.7621322909707859
18,0.7468595357021911
19,0.7316419144243453
20,0.7169851199757286
21,0.7045990070125732
22,0.6919489115053229
23,0.6793991849771854
24,0.6668861741146009
25,0.6534602845752229
26,0.6400550349483756
27,0.6258312283094192
28,0.6127315319152685
29,0.6010899963956434
30,0.5901418863763467
31,0.5791389381529085
32,0.5668077942957318
33,0.556045927360967
34,0.5457465722080009
35,0.5346476383567161
36,0.5227427274105925
37,0.5109162255501837
38,0.501230824925828
39,0.4914104058297787
40,0.48237886853468975
