lag,value
0,1.0
1,0.9876467384371256
2,0.9770977617871539
3,0.9666219331719508
4,0.9541744796662566
5,0.9403128565970437
6,0.9285758252610369
7,0.9159820789123426
8,0.9032387013902605
9,0.8921843722982017
10,0.8808130743503301
11,0.8699050387665362
12,0.8595300749518311
13,0.85015478325696
14,0.8393897048911904
15,0.8296242970042671
16,0.821029237028235
17,0.8121936922220307
18,0.8038701735915222
19,0.7959855348316316
20,0.7878570744967289
21,0.7802162586756443
22,0.7720113137496262
23,0.7628554619568009
24,0.753894668548283
25,0.7428613851604945
26,0.7316086620037132
27,0.7198195305104084
28,0.7075915181596765
29,0.695238257683404
30,0.6859782038825915
31,0.6757428607325983
32,0.6652149298675464
33,0.655589142379229
34,0.6466183370569262
35,0.6369437841270903
36,0.6271439829941007
37,0.6180512671529068
38,0.6085684350753093
39,0.5995211456054015
40,0.5918846894087704
