lag,value
0,1.0
1,0.9940998854783841
2,-0.015912827136234958
3,0.09044508479955232
4,0.018344264578452733
5,0.04124817730782927
6,-0.020801988664970992
7,0.023035726842894764
8,0.01775914460304137
9,0.06363682815882417
10,0.006140051078801315
11,-0.10519242699303749
12,-0.014926082374769023
13,0.003541510650398255
14,-0.03377102315528022
15,-0.001955842543139707
16,0.05248576776044732
17,0.018597095696574317
18,-0.042070643760778854
19,0.0001191323238092639
20,-0.022597845120712425
21,-0.04549339487959991
22,-0.03900847388056864
23,0.018184677332963903
24,-0.001362024884311215
25,0.02919240640340955
26,-0.020909431030638814
27,-0.019603331270069253
28,0.0036633395996977483
29,-0.035014511060379436
30,-0.006196854147326564
31,-0.02805281116142393
32,0.058406381813166826
33,-0.016487618127635897
34,-0.022856935194487008
35,0.015004562809415728
36,-0.05241487737697702
37,0.008415767433316918
38,-0.03578025785050033
39,-0.0370326818877136
40,-0.02990742530891917
