lag,value
0,1.0
1,0.9910580210981617
2,-0.0124609027848295
3,0.0137717481979047
4,-0.016480492351679733
5,0.007679065469889496
6,-0.04408166642199662
7,-0.002966904594544065
8,0.028218025196951366
9,0.04181015980314036
10,-0.015219143976412502
11,-0.0629493126169367
12,-0.06707343314319435
13,-0.038137198409741654
14,-0.059293245248971005
15,-0.03077540206398044
16,0.039187712204674104
17,-0.056959336776910105
18,0.021530514132900035
19,0.04673598282574887
20,-0.009008180891714629
21,0.005866810012982254
22,-0.017107737320638507
23,0.04871502314320853
24,0.013867408583212226
25,0.01674740099305383
26,-0.03358744925273424
27,0.004023638384936732
28,0.01617309162880583
29,-0.009720907984874853
30,0.010219295538803356
31,0.007393115480273231
32,-0.03789209316070144
33,0.016861073939442514
34,0.01369574102148694
35,0.0011077074281008908
36,-0.023040403312170995
37,-0.002166152669182525
38,0.03556859501083707
39,0.043163797634468856
40,-0.015211219678291237
