lag,value
0,1.0
1,0.9861080472529252
2,0.9718295325593408
3,0.9604970420426855
4,0.9486707814403909
5,0.9364144739673887
6,0.9229684330353051
7,0.9120087190152717
8,0.9019111919379724
9,0.8927738649947637
10,0.8807967848219065
11,0.8673626893469121
12,0.8533784580235405
13,0.8389425134137783
14,0.8241624189809511
15,0.806525529551573
16,0.7907677242212148
17,0.7783383530366417
18,0.7639496150897889
19,0.7500448125501186
20,0.7376240943427307
21,0.7251710357013641
22,0.7117738605721124
23,0.6970805602527343
24,0.6840994571308655
25,0.6719600952545444
26,0.6593980073724153
27,0.647396508971682
28,0.6363198328996851
29,0.6260308640570595
30,0.6161148702894201
31,0.6066439281908237
32,0.594353419097243
33,0.583248891943664
34,0.574322104687794
35,0.5643817552443532
36,0.5547842465040095
37,0.546271255095413
38,0.5383342002126865
39,0.5303393540452126
40,0.5230170834328448
