lag,value
0,1.0
1,0.991989178659128
2,0.9846650851857655
3,0.9768242121159474
4,0.9693406579766953
5,0.9617031369304483
6,0.9545971860937797
7,0.9472115632088933
8,0.9400893614561718
9,0.9337955361484958
10,0.9276392926267707
11,0.9212983920288541
12,0.914829531346135
13,0.9082259974885036
14,0.9021081435461765
15,0.8957386176443333
16,0.8896559066057813
17,0.8837540616441649
18,0.8783899961218405
19,0.8724429084957519
20,0.8674018265018932
21,0.8623082471478282
22,0.8574082224484906
23,0.8523979667529101
24,0.847874468838671
25,0.8436955367038066
26,0.8384025887739757
27,0.8330436298357319
28,0.8268227715312088
29,0.8202263196612254
30,0.8127728654935781
31,0.805984855254321
32,0.7992173679696322
33,0.7937527729187254
34,0.7878883404001102
35,0.783097086203087
36,0.7776489737056266
37,0.7725571689978361
38,0.7671044496523063
39,0.7614635146227621
40,0.7558801885606764
