lag,value
0,1.0
1,0.9878411298220424
2,0.9760984234364393
3,0.96466599744524
4,0.9526027985294523
5,0.9405828358141627
6,0.9296297138867399
7,0.9182829183735018
8,0.9070435238220192
9,0.8973404118848451
10,0.8873088346364867
11,0.8769690875680534
12,0.8663390380643238
13,0.8546223152258717
14,0.8430918373755897
15,0.8319082816649767
16,0.8211779289750348
17,0.8109137071787978
18,0.8009844392434954
19,0.7896016546437331
20,0.7790148255256196
21,0.7689432962376768
22,0.7592768156578863
23,0.7499993305919012
24,0.7402215631861521
25,0.730796098343679
26,0.7202416429842549
27,0.7105299132312626
28,0.700902061202148
29,0.6897734837971266
30,0.6796465857542318
31,0.6699031160632777
32,0.6601540924126811
33,0.6515132037286417
34,0.6445514798889432
35,0.6356883750413796
36,0.6262002215379868
37,0.6175364218733305
38,0.6085692033370753
39,0.6008373855330451
40,0.5922605089291753
