date,actual_close,predicted_close,model
2025-05-13,2680.129638671875,2511.4937456113694,xgb_or_rf
2025-05-14,2610.063232421875,2523.1105083476264,xgb_or_rf
2025-05-15,2546.85693359375,2608.510465841783,xgb_or_rf
2025-05-16,2536.297607421875,2673.8089898916114,xgb_or_rf
2025-05-17,2475.75439453125,2753.595111415554,xgb_or_rf
2025-05-18,2498.233642578125,2786.907323965215,xgb_or_rf
2025-05-19,2529.166748046875,2803.222905606404,xgb_or_rf
2025-05-20,2524.173095703125,2872.1014011634475,xgb_or_rf
2025-05-21,2552.34716796875,2973.377750524885,xgb_or_rf
2025-05-22,2664.156982421875,3015.0080476399007,xgb_or_rf
2025-05-23,2526.44189453125,3043.7689527841385,xgb_or_rf
2025-05-24,2530.646240234375,3032.280718896159,xgb_or_rf
2025-05-25,2551.763916015625,3128.4452716431824,xgb_or_rf
2025-05-26,2564.138427734375,3235.7616648370827,xgb_or_rf
2025-05-27,2663.06982421875,3289.6705306456456,xgb_or_rf
2025-05-28,2682.212890625,3372.720455770054,xgb_or_rf
2025-05-29,2632.65478515625,3498.54460846771,xgb_or_rf
2025-05-30,2529.943603515625,3598.003174662357,xgb_or_rf
2025-05-31,2529.08740234375,3718.8114868609246,xgb_or_rf
2025-06-01,2536.266357421875,3841.041929090949,xgb_or_rf
2025-06-02,2607.097412109375,3899.673556285382,xgb_or_rf
2025-06-03,2593.2802734375,3968.6525170325262,xgb_or_rf
2025-06-04,2608.64306640625,4130.2105741900905,xgb_or_rf
2025-06-05,2416.28564453125,4061.8176589954737,xgb_or_rf
2025-06-06,2477.19482421875,4206.632171508364,xgb_or_rf
2025-06-07,2526.50537109375,4352.186239709091,xgb_or_rf
2025-06-08,2510.787109375,4413.291942936666,xgb_or_rf
2025-06-09,2681.51708984375,4487.769001266002,xgb_or_rf
2025-06-10,2813.517578125,4428.426998286792,xgb_or_rf
2025-06-11,2773.529296875,4412.951591253673,xgb_or_rf
2025-06-12,2651.795166015625,4456.324057799266,xgb_or_rf
2025-06-13,2579.486083984375,4537.110592161309,xgb_or_rf
2025-06-14,2533.444091796875,4580.443131876144,xgb_or_rf
2025-06-15,2546.837158203125,4608.610706210404,xgb_or_rf
2025-06-16,2540.60498046875,4686.230611088094,xgb_or_rf
2025-06-17,2510.761474609375,4789.145915760465,xgb_or_rf
2025-06-18,2524.301513671875,4875.805590028844,xgb_or_rf
2025-06-19,2521.653564453125,4986.4169757788595,xgb_or_rf
2025-06-20,2407.30419921875,5172.202827270761,xgb_or_rf
2025-06-21,2300.49560546875,5167.431772826755,xgb_or_rf
2025-06-22,2228.213134765625,5232.652010365547,xgb_or_rf
2025-06-23,2421.824951171875,5236.302998970172,xgb_or_rf
2025-06-24,2448.0087890625,5252.783548756121,xgb_or_rf
2025-06-25,2419.310302734375,5226.730052739487,xgb_or_rf
2025-06-26,2416.146728515625,5124.309332555126,xgb_or_rf
2025-06-27,2423.866943359375,5034.607432117089,xgb_or_rf
2025-06-28,2437.109375,4965.2974718248815,xgb_or_rf
2025-06-29,2500.9599609375,4936.003866511507,xgb_or_rf
2025-06-30,2486.46435546875,4977.552027185408,xgb_or_rf
2025-07-01,2405.792724609375,5007.556990268519,xgb_or_rf
2025-07-02,2571.33544921875,4982.2962693743375,xgb_or_rf
2025-07-03,2591.00732421875,4992.624222454056,xgb_or_rf
2025-07-04,2508.518310546875,5078.630642248423,xgb_or_rf
2025-07-05,2517.280029296875,5123.815554852942,xgb_or_rf
2025-07-06,2571.236572265625,5230.107475877259,xgb_or_rf
2025-07-07,2543.01318359375,5294.6323985931,xgb_or_rf
2025-07-08,2615.505859375,5344.133749682203,xgb_or_rf
2025-07-09,2770.777587890625,5349.137937576518,xgb_or_rf
2025-07-10,2954.84521484375,5350.454082126741,xgb_or_rf
2025-07-11,2957.88623046875,5368.636526045826,xgb_or_rf
2025-07-12,2942.91162109375,5324.721599857332,xgb_or_rf
2025-07-13,2973.35888671875,5348.966115932771,xgb_or_rf
2025-07-14,3013.350830078125,5387.180905358378,xgb_or_rf
2025-07-15,3139.8896484375,5358.467090259385,xgb_or_rf
2025-07-16,3371.5068359375,5431.561938733803,xgb_or_rf
2025-07-17,3476.784423828125,5524.4887874223095,xgb_or_rf
2025-07-18,3549.016357421875,5659.811829819753,xgb_or_rf
2025-07-19,3595.273681640625,5605.039509508116,xgb_or_rf
