date,symbol,close,returns,cumulative_returns
2022-12-11,AXS-USD,8.061356544494629,0.0,0.0
2022-12-12,AXS-USD,7.713510990142822,-0.043149754316395006,-0.043149754316395006
2022-12-13,AXS-USD,7.685258865356445,-0.0036626803050492374,-0.04665439086614187
2022-12-14,AXS-USD,7.719616889953613,0.004470639857304892,-0.04239232598816145
2022-12-15,AXS-USD,7.490663051605225,-0.02965870477929433,-0.07079372928606531
2022-12-16,AXS-USD,6.676952838897705,-0.10862993130269616,-0.17173334263975448
2022-12-17,AXS-USD,6.948653221130371,0.04069227217688742,-0.1380292903834106
2022-12-18,AXS-USD,6.850379943847656,-0.01414278050081308,-0.15021995292764811
2022-12-19,AXS-USD,6.525585174560547,-0.04741266498346686,-0.1905102896091242
2022-12-20,AXS-USD,6.97508716583252,0.06888301650315132,-0.13475019652913833
2022-12-21,AXS-USD,6.837172031402588,-0.019772532034511348,-0.15185837598612062
2022-12-22,AXS-USD,7.060548782348633,0.032670927383440684,-0.12414880257708971
2022-12-23,AXS-USD,7.082009792327881,0.003039566843996644,-0.12148659431712827
2022-12-24,AXS-USD,6.988192081451416,-0.013247328601282082,-0.13312455008284074
2022-12-25,AXS-USD,6.892914772033691,-0.013634042726246243,-0.14494356700534528
2022-12-26,AXS-USD,6.898086071014404,0.0007502339941434233,-0.14430207460240163
2022-12-27,AXS-USD,6.711637020111084,-0.027029098939019502,-0.16743081848988706
2022-12-28,AXS-USD,6.284946918487549,-0.06357466894365404,-0.22036112857708146
2022-12-29,AXS-USD,6.176821231842041,-0.017203914058120273,-0.23377396871741118
2022-12-30,AXS-USD,5.979893207550049,-0.031881774929281015,-0.2582026145917189
2022-12-31,AXS-USD,6.041957855224609,0.01037888897350192,-0.25050358188773236
2023-01-01,AXS-USD,6.31391191482544,0.04501091634819443,-0.21676806130880977
2023-01-02,AXS-USD,6.391839981079102,0.012342279604927953,-0.20710119372597335
2023-01-03,AXS-USD,6.5116868019104,0.018749972024654005,-0.1922343632899538
2023-01-04,AXS-USD,6.651638984680176,0.021492462249369293,-0.1748734908366254
2023-01-05,AXS-USD,6.764761924743652,0.01700677687469465,-0.16084074840188822
2023-01-06,AXS-USD,6.814990043640137,0.007424964759330743,-0.1546100205313059
2023-01-07,AXS-USD,6.882874965667725,0.009961118298468907,-0.14618899093747806
2023-01-08,AXS-USD,7.196571826934815,0.04557642886611091,-0.10727533421783764
2023-01-09,AXS-USD,7.331281185150146,0.018718545642961493,-0.09056482681479672
2023-01-10,AXS-USD,7.492781162261963,0.022028888680322822,-0.07053098062272978
2023-01-11,AXS-USD,7.524004936218262,0.004167180821129657,-0.06665771515134666
2023-01-12,AXS-USD,7.978806018829346,0.06044667520376157,-0.010240277205163406
2023-01-13,AXS-USD,9.088521003723145,0.13908283799292276,0.1274183139722309
2023-01-14,AXS-USD,9.38166332244873,0.032254127883458716,0.16378220844924463
2023-01-15,AXS-USD,9.322072982788086,-0.006351788335662745,0.15639011019236482
2023-01-16,AXS-USD,8.961734771728516,-0.03865430057508501,0.11169065929093347
2023-01-17,AXS-USD,8.826655387878418,-0.01507290578116982,0.09493425072563477
2023-01-18,AXS-USD,8.048253059387207,-0.08818768766708451,-0.0016254689933506983
2023-01-19,AXS-USD,8.32315731048584,0.03415700886517148,0.03247601871300487
2023-01-20,AXS-USD,9.114153861999512,0.0950356363584699,0.1305980341762547
2023-01-21,AXS-USD,8.957144737243652,-0.01722695569256205,0.11112127193540267
2023-01-22,AXS-USD,12.461999893188477,0.39129156207242,0.5458936500829006
2023-01-23,AXS-USD,12.220541954040527,-0.01937553692966454,0.5159411305763855
2023-01-24,AXS-USD,11.118586540222168,-0.09017238498608615,0.3792451033338089
2023-01-25,AXS-USD,11.755319595336914,0.05726744607431211,0.45823094791223684
2023-01-26,AXS-USD,11.867140769958496,0.009512389154093137,0.4721022081653201
2023-01-27,AXS-USD,11.501626014709473,-0.030800574656897894,0.4267606142001399
2023-01-28,AXS-USD,11.4229097366333,-0.006843926065366879,0.4169959700435768
2023-01-29,AXS-USD,12.167980194091797,0.06522597784950124,0.5094209177984717
2023-01-30,AXS-USD,10.84433937072754,-0.10878065235567647,0.3452251256810499
