date,symbol,close,returns,cumulative_returns
2022-12-11,BCH-USD,106.33975219726562,0.0,0.0
2022-12-12,BCH-USD,106.24568176269533,-0.0008846215326493434,-0.0008846215326493434
2022-12-13,BCH-USD,110.0393524169922,0.03570658676528815,0.03479037841712884
2022-12-14,BCH-USD,109.1084976196289,-0.008459290035039757,0.026036786480629903
2022-12-15,BCH-USD,107.25273895263672,-0.017008378884123987,0.008585564067118412
2022-12-16,BCH-USD,100.19449615478516,-0.06580944101547381,-0.05778888812041505
2022-12-17,BCH-USD,103.08944702148438,0.028893312285606543,-0.030565288225909648
2022-12-18,BCH-USD,102.10164642333984,-0.009581975912031693,-0.039854388282416386
2022-12-19,BCH-USD,98.55999755859376,-0.03468748045512893,-0.07315942042294787
2022-12-20,BCH-USD,101.79222869873048,0.03279455377639562,-0.04276409719386254
2022-12-21,BCH-USD,100.34043884277344,-0.014262285780713535,-0.056416469199243036
2022-12-22,BCH-USD,101.35968780517578,0.010157908159036833,-0.046831634352989204
2022-12-23,BCH-USD,101.9491958618164,0.005816001108583935,-0.04128800608171901
2022-12-24,BCH-USD,101.8064193725586,-0.0014004670468547031,-0.042630650636625966
2022-12-25,BCH-USD,101.35171508789062,-0.004466361625036552,-0.046906608359608803
2022-12-26,BCH-USD,103.38439178466795,0.020055671431061795,-0.0277916804537528
2022-12-27,BCH-USD,101.69137573242188,-0.0163759347327046,-0.043712500441234536
2022-12-28,BCH-USD,99.17676544189452,-0.024727861850782684,-0.0673594456199541
2022-12-29,BCH-USD,98.40066528320312,-0.007825423174806945,-0.07465775262796448
2022-12-30,BCH-USD,96.6463394165039,-0.017828394367560008,-0.09115511913907737
2022-12-31,BCH-USD,97.0721435546875,0.004405796854328514,-0.0871509332219077
2023-01-01,BCH-USD,96.95507049560548,-0.001206041762290555,-0.08825186731911006
2023-01-02,BCH-USD,99.31005096435548,0.02428939978808775,-0.06610605241838141
2023-01-03,BCH-USD,99.64935302734376,0.003416593382980615,-0.06291531653666838
2023-01-04,BCH-USD,101.48273468017578,0.018398329714483408,-0.045674523559917635
2023-01-05,BCH-USD,101.08454895019533,-0.003923679542489067,-0.04941899090870172
2023-01-06,BCH-USD,101.6265106201172,0.005361468944070857,-0.04432248034963515
2023-01-07,BCH-USD,101.51829528808594,-0.0010648336873020359,-0.04534011796675608
2023-01-08,BCH-USD,103.42367553710938,0.018768836135559575,-0.02742226307568152
2023-01-09,BCH-USD,107.11087036132812,0.0356513613064906,0.0072514572220563345
2023-01-10,BCH-USD,107.45953369140624,0.003255162887781049,0.010530224784268905
2023-01-11,BCH-USD,109.7518081665039,0.02133151332743033,0.03208636374202567
2023-01-12,BCH-USD,119.71046447753906,0.09073797031140418,0.12573578557405463
2023-01-13,BCH-USD,124.35079956054688,0.038762986203920935,0.16937266629952186
2023-01-14,BCH-USD,125.94871520996094,0.012850063329395978,0.18439917911713533
2023-01-15,BCH-USD,124.9091339111328,-0.008254004791514724,0.17462314261763634
2023-01-16,BCH-USD,123.95055389404295,-0.0076742187466597445,0.1656088276762997
2023-01-17,BCH-USD,122.8044662475586,-0.00924632936666081,0.1548312245429173
2023-01-18,BCH-USD,119.09417724609376,-0.030212980967527225,0.11994033073509591
2023-01-19,BCH-USD,121.66796112060548,0.02161133259431569,0.14414373370839995
2023-01-20,BCH-USD,127.90760803222656,0.05128422350593942,0.20282025667082149
2023-01-21,BCH-USD,128.22267150878906,0.002463211386793507,0.20578305722331902
2023-01-22,BCH-USD,128.63442993164062,0.0032112762743625733,0.20965515974700866
2023-01-23,BCH-USD,133.3980712890625,0.03703239762444155,0.25445159061121725
2023-01-24,BCH-USD,128.29624938964844,-0.038245094926139034,0.20647497044804508
2023-01-25,BCH-USD,131.89364624023438,0.02803976630415983,0.2403042466712264
2023-01-26,BCH-USD,134.0192108154297,0.01611574655631065,0.2602926755632957
2023-01-27,BCH-USD,134.9151153564453,0.00668489640824288,0.26871760154350355
2023-01-28,BCH-USD,132.6318359375,-0.016923822159680912,0.2472460504841243
2023-01-29,BCH-USD,136.7196807861328,0.030820992710672623,0.28568741191451075
2023-01-30,BCH-USD,130.90599060058594,-0.042522701575357535,0.2310165097784762
2023-01-31,BCH-USD,133.396728515625,0.01902692079722068,0.2544389634101023
2023-02-01,BCH-USD,136.29177856445312,0.021702556584729304,0.28166349599559926
2023-02-02,BCH-USD,136.686279296875,0.002894530664850903,0.2853733102867786
2023-02-03,BCH-USD,137.89990234375,0.008878894451717967,0.2967860042398702
2023-02-04,BCH-USD,138.27224731445312,0.0027001104741537496,0.3002874697126543
2023-02-05,BCH-USD,134.46292114257812,-0.02754946307636108,0.26446524807715055
2023-02-06,BCH-USD,131.60269165039062,-0.02127151089596402,0.23756816177510953
2023-02-07,BCH-USD,135.96920776367188,0.033179534996754745,0.27863009790959614
2023-02-08,BCH-USD,131.4954376220703,-0.03290281833058428,0.2365595640860596
2023-02-09,BCH-USD,126.42708587646484,-0.038543936103489496,0.18889769125976774
2023-02-10,BCH-USD,124.68172454833984,-0.013805280063406977,0.17248462566518863
2023-02-11,BCH-USD,124.76457977294922,0.0006645338353277186,0.1732637813703446
2023-02-12,BCH-USD,122.90042877197266,-0.014941347972068697,0.15573363894986514
2023-02-13,BCH-USD,123.85804748535156,0.007791825650630191,0.16473891396313078
2023-02-14,BCH-USD,126.73186492919922,0.023202508857468773,0.19176377893099894
2023-02-15,BCH-USD,134.57415771484375,0.061880986206789945,0.2655112968967799
2023-02-16,BCH-USD,128.01425170898438,-0.04874565902734096,0.2038231147230014
2023-02-17,BCH-USD,133.4793243408203,0.04269112664314689,0.2552156797695886
2023-02-18,BCH-USD,136.1602783203125,0.020085162947384605,0.2804268912318728
2023-02-19,BCH-USD,135.9656524658203,-0.001429387901472512,0.2785966645248259
2023-02-20,BCH-USD,144.5414276123047,0.06307309964654628,0.35924171935414195
2023-02-21,BCH-USD,145.24305725097656,0.004854176759301332,0.36583971891850364
2023-02-22,BCH-USD,141.8830108642578,-0.023133955249321603,0.33424244398329694
2023-02-23,BCH-USD,138.9110870361328,-0.020946298010043662,0.3062950041339738
2023-02-24,BCH-USD,132.81246948242188,-0.04390302951214109,0.2489446960159174
2023-02-25,BCH-USD,133.2133331298828,0.0030182681567711978,0.25271434602147047
2023-02-26,BCH-USD,136.25645446777344,0.022843969641714423,0.2813313145117251
2023-02-27,BCH-USD,135.12850952148438,-0.008278102866355108,0.27072432208431496
2023-02-28,BCH-USD,131.9375,-0.02361462827336991,0.24071663958036393
2023-03-01,BCH-USD,134.23985290527344,0.01745032993101603,0.2623675542919428
2023-03-02,BCH-USD,131.7173309326172,-0.018791155666985637,0.238646209070291
2023-03-03,BCH-USD,126.12358856201172,-0.042467778013715374,0.1860436568259638
2023-03-04,BCH-USD,124.41452026367188,-0.01355074271058776,0.16997188438879052
2023-03-05,BCH-USD,124.03861236572266,-0.0030214150016618646,0.16643691378577552
2023-03-06,BCH-USD,124.19681549072266,0.0012754344956193986,0.16792462766258165
2023-03-07,BCH-USD,122.15843963623048,-0.0164124647354138,0.14875610589744825
2023-03-08,BCH-USD,116.58035278320312,-0.04566272186873099,0.09630077533884651
2023-03-09,BCH-USD,110.1605987548828,-0.0550672036501616,0.03593055728143213
2023-03-10,BCH-USD,111.6947250366211,0.013926270364160498,0.05035720630062879
2023-03-11,BCH-USD,114.32966613769533,0.02359055989627379,0.07513572088834652
2023-03-12,BCH-USD,121.01817321777344,0.05850193835100215,0.13803324455071686
2023-03-13,BCH-USD,127.04195404052734,0.04977583665813601,0.1946798014430018
2023-03-14,BCH-USD,131.37879943847656,0.034137111875386816,0.23546271948012643
2023-03-15,BCH-USD,123.4795913696289,-0.06012543958849903,0.1611799803761813
2023-03-16,BCH-USD,126.14076232910156,0.021551504422351098,0.18620515585840414
