date,symbol,close,returns,cumulative_returns
2022-12-11,ALGO-USD,0.2230869978666305,0.0,0.0
2022-12-12,ALGO-USD,0.2186540067195892,-0.01987113184288536,-0.01987113184288536
2022-12-13,ALGO-USD,0.2235289961099624,0.02229544961700647,0.00198128195528513
2022-12-14,ALGO-USD,0.2209160029888153,-0.01168972780543276,-0.009731606496910739
2022-12-15,ALGO-USD,0.2105019986629486,-0.047140108389494784,-0.056412965901337264
2022-12-16,ALGO-USD,0.1855539977550506,-0.11851669374334173,-0.16824378144179664
2022-12-17,ALGO-USD,0.194595992565155,0.048729722450069346,-0.12771253176533615
2022-12-18,ALGO-USD,0.1888410001993179,-0.02957405386398282,-0.1535096083357853
2022-12-19,ALGO-USD,0.1741749942302703,-0.0776632508489572,-0.2192508039648352
2022-12-20,ALGO-USD,0.1789750009775161,0.02755852967561956,-0.19773450407668403
2022-12-21,ALGO-USD,0.1718810051679611,-0.03963679715496238,-0.22953373880302175
2022-12-22,ALGO-USD,0.171766996383667,-0.0006633006607256187,-0.23004478958314045
2022-12-23,ALGO-USD,0.1701219975948333,-0.009576920033924075,-0.23741858906300595
2022-12-24,ALGO-USD,0.1683789938688278,-0.010245610506859237,-0.24523170117923754
2022-12-25,ALGO-USD,0.1658719927072525,-0.01488903754543347,-0.2564694747184828
2022-12-26,ALGO-USD,0.1715030074119568,0.03394795355622482,-0.2312281349785904
2022-12-27,ALGO-USD,0.169974997639656,-0.0089095217358518,-0.23807752461990994
2022-12-28,ALGO-USD,0.1672410070896148,-0.016084662968121943,-0.2503327908442359
2022-12-29,ALGO-USD,0.1651510000228881,-0.012496977285043509,-0.25970136492839746
2022-12-30,ALGO-USD,0.1690080016851425,0.023354394836966552,-0.24241213830766783
2022-12-31,ALGO-USD,0.1728180050849914,0.02254333145093823,-0.22533358403833004
2023-01-01,ALGO-USD,0.1774660050868988,0.02689534576921848,-0.20449866292523966
2023-01-02,ALGO-USD,0.181194007396698,0.021006853160264294,-0.18778768314851624
2023-01-03,ALGO-USD,0.1843020021915435,0.017152856429964558,-0.1738559218869139
2023-01-04,ALGO-USD,0.1870930045843124,0.015143635769448993,-0.16134509687488208
2023-01-05,ALGO-USD,0.1835439950227737,-0.018969226398517613,-0.17725373160248925
2023-01-06,ALGO-USD,0.1894969940185547,0.032433635298405594,-0.15056907919016027
2023-01-07,ALGO-USD,0.1943860054016113,0.02579994162112098,-0.1286538110220914
2023-01-08,ALGO-USD,0.1995500028133392,0.02656568512254176,-0.10550590253297754
2023-01-09,ALGO-USD,0.2006880044937133,0.005702839711000163,-0.10040474607268735
2023-01-10,ALGO-USD,0.2040710002183914,0.016856990198355737,-0.08524027769474729
2023-01-11,ALGO-USD,0.2107339948415756,0.03265037470318499,-0.05537302999809934
2023-01-12,ALGO-USD,0.2125259935855865,0.00850360543564932,-0.04734029496133019
2023-01-13,ALGO-USD,0.2210189998149871,0.039962199851945934,-0.00926991743767902
2023-01-14,ALGO-USD,0.2295220047235489,0.038471827832356364,0.028845279726994688
2023-01-15,ALGO-USD,0.240335002541542,0.04711094185072584,0.07731514987360688
2023-01-16,ALGO-USD,0.2342890053987503,-0.025156540157926566,0.050213628043068725
2023-01-17,ALGO-USD,0.2294970005750656,-0.020453391807818244,0.02873319722679346
2023-01-18,ALGO-USD,0.2095939964056015,-0.08672446315024529,-0.060483137027535605
2023-01-19,ALGO-USD,0.2175280004739761,0.037854157105821296,-0.024918518093007602
2023-01-20,ALGO-USD,0.239776000380516,0.10227648789150501,0.0748093912844836
2023-01-21,ALGO-USD,0.239666998386383,-0.0004545992674830357,0.07432078372252171
2023-01-22,ALGO-USD,0.2467110008001327,0.029390789975988207,0.1058959202437495
2023-01-23,ALGO-USD,0.2503030002117157,0.01455954294674111,0.12199725938916406
2023-01-24,ALGO-USD,0.2370399981737136,-0.05298778690940076,0.0625451076957193
2023-01-25,ALGO-USD,0.2453680038452148,0.03513333503064775,0.09987586094956868
2023-01-26,ALGO-USD,0.2458080053329467,0.0017932309055643803,0.10184819233570774
2023-01-27,ALGO-USD,0.2547279894351959,0.036288419859097365,0.14183252216017328
2023-01-28,ALGO-USD,0.2573019862174988,0.01010488399021292,0.15337060733285401
2023-01-29,ALGO-USD,0.2621929943561554,0.01900882387484648,0.17529482607006885
2023-01-30,ALGO-USD,0.2397709935903549,-0.0855171619701749,0.07478694806632635
2023-01-31,ALGO-USD,0.2422060072422027,0.010155580603748993,0.0857020335492713
