date,symbol,close,drawdown
2022-12-11,BTC-USD,17104.193359375,0.0
2022-12-12,BTC-USD,17206.4375,0.0
2022-12-13,BTC-USD,17781.318359375,0.0
2022-12-14,BTC-USD,17815.650390625,0.0
2022-12-15,BTC-USD,17364.865234375,-0.025302761693573275
2022-12-16,BTC-USD,16647.484375,-0.06556965308657581
2022-12-17,BTC-USD,16795.091796875,-0.05728438599620484
2022-12-18,BTC-USD,16757.9765625,-0.05936767981715515
2022-12-19,BTC-USD,16439.6796875,-0.07723381818544593
2022-12-20,BTC-USD,16906.3046875,-0.05104195935521492
2022-12-21,BTC-USD,16817.53515625,-0.05602463073142875
2022-12-22,BTC-USD,16830.341796875,-0.05530578857050831
2022-12-23,BTC-USD,16796.953125,-0.05717990886041756
2022-12-24,BTC-USD,16847.755859375,-0.05432832986885105
2022-12-25,BTC-USD,16841.986328125,-0.054652176100871634
2022-12-26,BTC-USD,16919.8046875,-0.05028419863899072
2022-12-27,BTC-USD,16717.173828125,-0.06165795457448151
2022-12-28,BTC-USD,16552.572265625,-0.07089710997386098
2022-12-29,BTC-USD,16642.341796875,-0.06585830817422314
2022-12-30,BTC-USD,16602.5859375,-0.06808982139452747
2022-12-31,BTC-USD,16547.49609375,-0.0711820376505778
2023-01-01,BTC-USD,16625.080078125,-0.06682721575668689
2023-01-02,BTC-USD,16688.470703125,-0.06326907313432394
2023-01-03,BTC-USD,16679.857421875,-0.06375254025795657
2023-01-04,BTC-USD,16863.23828125,-0.05345929497337806
2023-01-05,BTC-USD,16836.736328125,-0.05494686082384771
2023-01-06,BTC-USD,16951.96875,-0.04847881619182923
2023-01-07,BTC-USD,16955.078125,-0.04830428565649518
2023-01-08,BTC-USD,17091.14453125,-0.040666820659898635
2023-01-09,BTC-USD,17196.5546875,-0.03475010395639455
2023-01-10,BTC-USD,17446.29296875,-0.0207321884846463
2023-01-11,BTC-USD,17934.896484375,0.0
2023-01-12,BTC-USD,18869.587890625,0.0
2023-01-13,BTC-USD,19909.57421875,0.0
2023-01-14,BTC-USD,20976.298828125,0.0
2023-01-15,BTC-USD,20880.798828125,-0.004552757413617397
2023-01-16,BTC-USD,21169.6328125,0.0
2023-01-17,BTC-USD,21161.51953125,-0.0003832509199313728
2023-01-18,BTC-USD,20688.78125,-0.022714213645504154
2023-01-19,BTC-USD,21086.79296875,-0.003913145045250179
2023-01-20,BTC-USD,22676.552734375,0.0
2023-01-21,BTC-USD,22777.625,0.0
2023-01-22,BTC-USD,22720.416015625,-0.002511630794474841
2023-01-23,BTC-USD,22934.431640625,0.0
2023-01-24,BTC-USD,22636.46875,-0.01299194570390845
2023-01-25,BTC-USD,23117.859375,0.0
2023-01-26,BTC-USD,23032.77734375,-0.003680359408276745
2023-01-27,BTC-USD,23078.728515625,-0.0016926679386810657
2023-01-28,BTC-USD,23031.08984375,-0.003753354921080361
2023-01-29,BTC-USD,23774.56640625,0.0
2023-01-30,BTC-USD,22840.138671875,-0.03930367092328346
2023-01-31,BTC-USD,23139.283203125,-0.02672112678185344
2023-02-01,BTC-USD,23723.76953125,-0.00213660573791353
2023-02-02,BTC-USD,23471.87109375,-0.012731896234306324
2023-02-03,BTC-USD,23449.322265625,-0.013680339530377214
2023-02-04,BTC-USD,23331.84765625,-0.018621527830834192
2023-02-05,BTC-USD,22955.666015625,-0.034444388033496275
2023-02-06,BTC-USD,22760.109375,-0.042669843643639
2023-02-07,BTC-USD,23264.291015625,-0.021463078733198505
2023-02-08,BTC-USD,22939.3984375,-0.03512863092764737
2023-02-09,BTC-USD,21819.0390625,-0.08225291306410196
2023-02-10,BTC-USD,21651.18359375,-0.08931320875495725
2023-02-11,BTC-USD,21870.875,-0.08007260253333354
2023-02-12,BTC-USD,21788.203125,-0.08354992672875047
2023-02-13,BTC-USD,21808.1015625,-0.08271296351520606
2023-02-14,BTC-USD,22220.8046875,-0.06535394556518759
2023-02-15,BTC-USD,24307.841796875,0.0
2023-02-16,BTC-USD,23623.474609375,-0.028154173176657
2023-02-17,BTC-USD,24565.6015625,0.0
2023-02-18,BTC-USD,24641.27734375,0.0
2023-02-19,BTC-USD,24327.642578125,-0.012728023845912767
2023-02-20,BTC-USD,24829.1484375,0.0
2023-02-21,BTC-USD,24436.353515625,-0.01581991113645095
2023-02-22,BTC-USD,24188.84375,-0.025788427223421565
2023-02-23,BTC-USD,23947.4921875,-0.035508920179816376
2023-02-24,BTC-USD,23198.126953125,-0.06568978748830681
2023-02-25,BTC-USD,23175.375,-0.06660612794123338
2023-02-26,BTC-USD,23561.212890625,-0.05106641293263242
2023-02-27,BTC-USD,23522.87109375,-0.05261063813920823
2023-02-28,BTC-USD,23147.353515625,-0.06773470004855055
2023-03-01,BTC-USD,23646.55078125,-0.04762940860524629
2023-03-02,BTC-USD,23475.466796875,-0.05451985774028824
2023-03-03,BTC-USD,22362.6796875,-0.09933762956907692
2023-03-04,BTC-USD,22353.349609375,-0.09971340073772919
2023-03-05,BTC-USD,22435.513671875,-0.09640422311100455
2023-03-06,BTC-USD,22429.7578125,-0.09663604174906572
2023-03-07,BTC-USD,22219.76953125,-0.10509337091516996
2023-03-08,BTC-USD,21718.080078125,-0.12529903581696286
2023-03-09,BTC-USD,20363.021484375,-0.17987435067969193
2023-03-10,BTC-USD,20187.244140625,-0.18695382600654284
2023-03-11,BTC-USD,20632.41015625,-0.16902465631529978
2023-03-12,BTC-USD,22163.94921875,-0.10734154759511172
2023-03-13,BTC-USD,24197.533203125,-0.02543845738265666
2023-03-14,BTC-USD,24746.07421875,-0.003345834391345102
